"index","datetime","amps"
1,06/21/16 12:59:55 PM,0.020
2,06/21/16 01:02:55 PM,0.005
3,06/21/16 01:05:55 PM,0.005
4,06/21/16 01:08:55 PM,7.556
5,06/21/16 01:11:55 PM,0.005
6,06/21/16 01:14:55 PM,0.005
7,06/21/16 01:17:55 PM,0.005
8,06/21/16 01:20:55 PM,0.005
9,06/21/16 01:23:55 PM,0.005
10,06/21/16 01:26:55 PM,0.005
11,06/21/16 01:29:55 PM,0.005
12,06/21/16 01:32:55 PM,0.005
13,06/21/16 01:35:55 PM,0.005
14,06/21/16 01:38:55 PM,0.005
15,06/21/16 01:41:55 PM,0.005
16,06/21/16 01:44:55 PM,0.005
17,06/21/16 01:47:55 PM,0.005
18,06/21/16 01:50:55 PM,0.005
19,06/21/16 01:53:55 PM,0.005
20,06/21/16 01:56:55 PM,0.005
21,06/21/16 01:59:55 PM,0.005
22,06/21/16 02:02:55 PM,0.005
23,06/21/16 02:05:55 PM,0.005
24,06/21/16 02:08:55 PM,0.005
25,06/21/16 02:11:55 PM,0.005
26,06/21/16 02:14:55 PM,0.005
27,06/21/16 02:17:55 PM,0.005
28,06/21/16 02:20:55 PM,0.005
29,06/21/16 02:23:55 PM,0.005
30,06/21/16 02:26:55 PM,0.005
31,06/21/16 02:29:55 PM,0.005
32,06/21/16 02:32:55 PM,0.005
33,06/21/16 02:35:55 PM,0.005
34,06/21/16 02:38:55 PM,0.005
35,06/21/16 02:41:55 PM,0.005
36,06/21/16 02:44:55 PM,0.005
37,06/21/16 02:47:55 PM,0.005
38,06/21/16 02:50:55 PM,0.005
39,06/21/16 02:53:55 PM,0.005
40,06/21/16 02:56:55 PM,0.005
41,06/21/16 02:59:55 PM,0.005
42,06/21/16 03:02:55 PM,0.005
43,06/21/16 03:05:55 PM,0.005
44,06/21/16 03:08:55 PM,0.005
45,06/21/16 03:11:55 PM,0.005
46,06/21/16 03:14:55 PM,0.005
47,06/21/16 03:17:55 PM,0.005
48,06/21/16 03:20:55 PM,0.005
49,06/21/16 03:23:55 PM,0.005
50,06/21/16 03:26:55 PM,0.005
51,06/21/16 03:29:55 PM,0.005
52,06/21/16 03:32:55 PM,0.005
53,06/21/16 03:35:55 PM,0.005
54,06/21/16 03:38:55 PM,0.005
55,06/21/16 03:41:55 PM,0.005
56,06/21/16 03:44:55 PM,0.005
57,06/21/16 03:47:55 PM,0.005
58,06/21/16 03:50:55 PM,0.005
59,06/21/16 03:53:55 PM,0.005
60,06/21/16 03:56:55 PM,0.005
61,06/21/16 03:59:55 PM,0.005
62,06/21/16 04:02:55 PM,0.005
63,06/21/16 04:05:55 PM,0.005
64,06/21/16 04:08:55 PM,0.005
65,06/21/16 04:11:55 PM,0.005
66,06/21/16 04:14:55 PM,0.005
67,06/21/16 04:17:55 PM,0.005
68,06/21/16 04:20:55 PM,0.005
69,06/21/16 04:23:55 PM,0.005
70,06/21/16 04:26:55 PM,0.005
71,06/21/16 04:29:55 PM,0.005
72,06/21/16 04:32:55 PM,0.005
73,06/21/16 04:35:55 PM,0.005
74,06/21/16 04:38:55 PM,0.005
75,06/21/16 04:41:55 PM,0.005
76,06/21/16 04:44:55 PM,0.005
77,06/21/16 04:47:55 PM,0.005
78,06/21/16 04:50:55 PM,0.005
79,06/21/16 04:53:55 PM,0.005
80,06/21/16 04:56:55 PM,0.005
81,06/21/16 04:59:55 PM,0.005
82,06/21/16 05:02:55 PM,0.005
83,06/21/16 05:05:55 PM,0.005
84,06/21/16 05:08:55 PM,0.005
85,06/21/16 05:11:55 PM,7.902
86,06/21/16 05:14:55 PM,7.634
87,06/21/16 05:17:55 PM,7.741
88,06/21/16 05:20:55 PM,0.005
89,06/21/16 05:23:55 PM,0.005
90,06/21/16 05:26:55 PM,0.005
91,06/21/16 05:29:55 PM,0.005
92,06/21/16 05:32:55 PM,7.722
93,06/21/16 05:35:55 PM,7.707
94,06/21/16 05:38:55 PM,7.766
95,06/21/16 05:41:55 PM,0.005
96,06/21/16 05:44:55 PM,0.005
97,06/21/16 05:47:55 PM,0.005
98,06/21/16 05:50:55 PM,0.005
99,06/21/16 05:53:55 PM,7.751
100,06/21/16 05:56:55 PM,7.663
101,06/21/16 05:59:55 PM,7.712
102,06/21/16 06:02:55 PM,7.678
103,06/21/16 06:05:55 PM,7.624
104,06/21/16 06:08:55 PM,7.658
105,06/21/16 06:11:55 PM,7.624
106,06/21/16 06:14:55 PM,7.629
107,06/21/16 06:17:55 PM,7.585
108,06/21/16 06:20:55 PM,7.551
109,06/21/16 06:23:55 PM,7.546
110,06/21/16 06:26:55 PM,7.473
111,06/21/16 06:29:55 PM,7.463
112,06/21/16 06:32:55 PM,7.394
113,06/21/16 06:35:55 PM,7.365
114,06/21/16 06:38:55 PM,7.380
115,06/21/16 06:41:55 PM,7.350
116,06/21/16 06:44:55 PM,7.326
117,06/21/16 06:47:55 PM,7.277
118,06/21/16 06:50:55 PM,7.277
119,06/21/16 06:53:55 PM,7.199
120,06/21/16 06:56:55 PM,7.150
121,06/21/16 06:59:55 PM,7.145
122,06/21/16 07:02:55 PM,7.062
123,06/21/16 07:05:55 PM,7.057
124,06/21/16 07:08:55 PM,7.013
125,06/21/16 07:11:55 PM,7.062
126,06/21/16 07:14:55 PM,7.028
127,06/21/16 07:17:55 PM,6.969
128,06/21/16 07:20:55 PM,6.965
