"Plot Title: 487-200A"
"#","Date Time, GMT-07:00","AC Curr, Amps (LGR S/N: 2445486, SEN S/N: 2445486)","Host Connected (LGR S/N: 2445486)","Stopped (LGR S/N: 2445486)","End Of File (LGR S/N: 2445486)"
799,07/31/16 08:31:29 AM,0.000,,,
800,07/31/16 08:34:29 AM,0.005,,,
801,07/31/16 08:37:29 AM,0.000,,,
802,07/31/16 08:40:29 AM,0.005,,,
803,07/31/16 08:43:29 AM,0.000,,,
804,07/31/16 08:46:29 AM,0.000,,,
805,07/31/16 08:49:29 AM,0.000,,,
806,07/31/16 08:52:29 AM,0.000,,,
807,07/31/16 08:55:29 AM,0.000,,,
808,07/31/16 08:58:29 AM,0.000,,,
809,07/31/16 09:01:29 AM,0.000,,,
810,07/31/16 09:04:29 AM,0.000,,,
811,07/31/16 09:07:29 AM,0.000,,,
812,07/31/16 09:10:29 AM,0.000,,,
813,07/31/16 09:13:29 AM,0.000,,,
814,07/31/16 09:16:29 AM,0.000,,,
815,07/31/16 09:19:29 AM,0.000,,,
816,07/31/16 09:22:29 AM,0.000,,,
817,07/31/16 09:25:29 AM,0.000,,,
818,07/31/16 09:28:29 AM,0.005,,,
819,07/31/16 09:31:29 AM,0.000,,,
820,07/31/16 09:34:29 AM,0.000,,,
821,07/31/16 09:37:29 AM,0.005,,,
822,07/31/16 09:40:29 AM,0.000,,,
823,07/31/16 09:43:29 AM,0.000,,,
824,07/31/16 09:46:29 AM,0.000,,,
825,07/31/16 09:49:29 AM,0.000,,,
826,07/31/16 09:52:29 AM,0.000,,,
827,07/31/16 09:55:29 AM,0.000,,,
828,07/31/16 09:58:29 AM,0.000,,,
829,07/31/16 10:01:29 AM,0.000,,,
830,07/31/16 10:04:29 AM,0.000,,,
831,07/31/16 10:07:29 AM,0.000,,,
832,07/31/16 10:10:29 AM,0.000,,,
833,07/31/16 10:13:29 AM,0.000,,,
834,07/31/16 10:16:29 AM,0.000,,,
835,07/31/16 10:19:29 AM,0.000,,,
836,07/31/16 10:22:29 AM,0.000,,,
837,07/31/16 10:25:29 AM,0.000,,,
838,07/31/16 10:28:29 AM,0.000,,,
839,07/31/16 10:31:29 AM,0.000,,,
840,07/31/16 10:34:29 AM,0.000,,,
841,07/31/16 10:37:29 AM,0.000,,,
842,07/31/16 10:40:29 AM,0.000,,,
843,07/31/16 10:43:29 AM,0.000,,,
844,07/31/16 10:46:29 AM,0.000,,,
845,07/31/16 10:49:29 AM,0.000,,,
846,07/31/16 10:52:29 AM,0.000,,,
847,07/31/16 10:55:29 AM,0.000,,,
848,07/31/16 10:58:29 AM,0.000,,,
849,07/31/16 11:01:29 AM,0.000,,,
850,07/31/16 11:04:29 AM,0.000,,,
851,07/31/16 11:07:29 AM,13.651,,,
852,07/31/16 11:10:29 AM,14.056,,,
853,07/31/16 11:13:29 AM,0.068,,,
854,07/31/16 11:16:29 AM,0.000,,,
855,07/31/16 11:19:29 AM,14.628,,,
856,07/31/16 11:22:29 AM,14.120,,,
857,07/31/16 11:25:29 AM,0.005,,,
858,07/31/16 11:28:29 AM,0.000,,,
859,07/31/16 11:31:29 AM,0.000,,,
860,07/31/16 11:34:29 AM,0.000,,,
861,07/31/16 11:37:29 AM,0.000,,,
862,07/31/16 11:40:29 AM,0.000,,,
863,07/31/16 11:43:29 AM,14.339,,,
864,07/31/16 11:46:29 AM,14.120,,,
865,07/31/16 11:49:29 AM,0.005,,,
866,07/31/16 11:52:29 AM,0.005,,,
867,07/31/16 11:55:29 AM,0.000,,,
868,07/31/16 11:58:29 AM,0.000,,,
869,07/31/16 12:01:29 PM,0.000,,,
870,07/31/16 12:04:29 PM,0.000,,,
871,07/31/16 12:07:29 PM,0.000,,,
872,07/31/16 12:10:29 PM,0.000,,,
873,07/31/16 12:13:29 PM,0.000,,,
874,07/31/16 12:16:29 PM,0.000,,,
875,07/31/16 12:19:29 PM,0.000,,,
876,07/31/16 12:22:29 PM,14.667,,,
877,07/31/16 12:25:29 PM,14.418,,,
878,07/31/16 12:28:29 PM,0.000,,,
879,07/31/16 12:31:29 PM,14.462,,,
880,07/31/16 12:34:29 PM,14.442,,,
881,07/31/16 12:37:29 PM,0.000,,,
882,07/31/16 12:40:29 PM,0.000,,,
883,07/31/16 12:43:29 PM,0.000,,,
884,07/31/16 12:46:29 PM,0.000,,,
885,07/31/16 12:49:29 PM,0.000,,,
886,07/31/16 12:52:29 PM,0.000,,,
887,07/31/16 12:55:29 PM,0.005,,,
888,07/31/16 12:58:29 PM,0.005,,,
889,07/31/16 01:01:29 PM,14.295,,,
890,07/31/16 01:04:29 PM,14.623,,,
891,07/31/16 01:07:29 PM,0.010,,,
892,07/31/16 01:10:29 PM,0.000,,,
893,07/31/16 01:13:29 PM,0.000,,,
894,07/31/16 01:16:29 PM,16.049,,,
895,07/31/16 01:19:29 PM,14.774,,,
896,07/31/16 01:22:29 PM,0.068,,,
897,07/31/16 01:25:29 PM,0.005,,,
898,07/31/16 01:28:29 PM,0.000,,,
899,07/31/16 01:31:29 PM,0.000,,,
900,07/31/16 01:34:29 PM,0.000,,,
901,07/31/16 01:37:29 PM,0.000,,,
902,07/31/16 01:40:29 PM,14.769,,,
903,07/31/16 01:43:29 PM,14.789,,,
904,07/31/16 01:46:29 PM,0.005,,,
905,07/31/16 01:49:29 PM,0.000,,,
906,07/31/16 01:52:29 PM,0.000,,,
907,07/31/16 01:55:29 PM,0.000,,,
908,07/31/16 01:58:29 PM,14.691,,,
909,07/31/16 02:01:29 PM,14.950,,,
910,07/31/16 02:04:29 PM,0.093,,,
911,07/31/16 02:05:08 PM,,Logged,,
912,07/31/16 02:05:45 PM,,,Logged,Logged
