"name","cycle_no","ccl"
"customer_18",32956,12.5236994219653
"customer_18",32980,12.2365317919075
"customer_18",32886,11.9334104046243
"customer_11",10674,11.1833333333333
"customer_18",32908,10.891098265896
"customer_18",33040,10.4337572254335
"customer_18",33798,10.1625433526012
"customer_08",8148,9.83085714285714
"customer_11",10762,9.58333333333333
"customer_18",33012,9.47121387283237
"customer_15",28526,9.42090395480226
"customer_13",17000,8.25
"customer_18",32864,8.01942196531792
"customer_18",32932,7.9928323699422
"customer_15",27830,7.7071186440678
"customer_02",1598,7.59846153846154
"customer_15",27782,7.38598870056497
"customer_11",10564,7.36666666666667
"customer_15",27796,7.2483615819209
"customer_02",1700,7.14153846153846
"customer_11",10910,7.1
"customer_08",8094,7.07961904761905
"customer_18",32824,7.00369942196532
"customer_15",28188,6.75847457627119
"customer_18",33074,6.59421965317919
"customer_19",34096,6.56615384615385
"customer_13",15424,6.468
"customer_11",10836,6.46666666666667
"customer_02",1674,6.40876923076923
"customer_15",27754,6.31937853107345
"customer_18",33828,6.21664739884393
"customer_11",10998,6.11666666666667
"customer_15",28462,5.73118644067797
"customer_18",33298,5.63167630057803
"customer_15",27708,5.61649717514124
"customer_15",27856,5.5509604519774
"customer_13",15358,5.478
"customer_18",32734,5.36046242774566
"customer_11",11162,5.25
"customer_18",32804,5.22751445086705
"customer_18",33706,5.20624277456647
"customer_05",5822,5.2
"customer_09",8498,5.07233716475096
"customer_15",27592,4.96440677966102
"customer_18",33324,4.8393063583815
"customer_18",33656,4.82335260115607
"customer_03",2752,4.80523076923077
"customer_04",5708,4.71219512195122
"customer_18",32842,4.58936416184971
"customer_04",5702,4.58130081300813
"customer_02",1714,4.55230769230769
"customer_04",5598,4.54857723577236
"customer_04",5662,4.54857723577236
"customer_04",5696,4.46349593495935
"customer_15",28794,4.37785310734463
"customer_04",5642,4.33260162601626
"customer_16",28944,4.31817543859649
"customer_15",28582,4.30084745762712
"customer_03",3094,4.26502564102564
"customer_15",28282,4.25988700564972
"customer_04",5660,4.22134146341463
"customer_11",10470,4.21666666666667
"customer_15",28426,4.17141242937853
"customer_18",33306,4.12138728323699
"customer_13",15232,4.026
"customer_18",32710,4.00971098265896
"customer_13",14642,3.96
"customer_06",6272,3.93575829383886
"customer_05",5850,3.8
"customer_18",33154,3.7757225433526
"customer_04",5596,3.76975609756098
"customer_13",15748,3.762
"customer_18",33662,3.66404624277457
"customer_04",5652,3.60613821138211
"customer_15",27876,3.55536723163842
"customer_04",5706,3.55378048780488
"customer_18",32484,3.51514450867052
"customer_04",5646,3.48833333333333
"customer_22",41208,3.46067415730337
"customer_15",27638,3.45378531073446
"customer_05",5750,3.45
"customer_06",6142,3.44857819905213
"customer_08",8226,3.36457142857143
"customer_05",5748,3.35
"customer_05",5908,3.35
"customer_18",33718,3.3449710982659
"customer_16",29242,3.34245614035088
"customer_15",28756,3.34237288135593
"customer_15",27872,3.32598870056497
"customer_04",5628,3.25272357723577
"customer_05",5754,3.25
"customer_19",33998,3.24923076923077
"customer_04",5676,3.22654471544715
"customer_05",6136,3.2
"customer_18",32748,3.16947976878613
"customer_09",8524,3.15478927203065
"customer_05",5824,3.15
"customer_04",5656,3.14146341463415
"customer_08",8040,3.1367619047619
"customer_16",28924,3.13249122807018
"customer_22",42592,3.11460674157303
"customer_16",28942,3.1139649122807
"customer_05",6060,3.1
"customer_05",6138,3.1
"customer_02",1654,3.09692307692308
"customer_18",32958,3.08971098265896
"customer_04",5684,3.08256097560976
"customer_18",33380,3.07907514450867
"customer_05",5752,3.05
"customer_05",5844,3.05
"customer_21",40370,3.04689993861264
"customer_06",6144,3.02708530805687
"customer_05",5744,3
"customer_04",5602,2.99093495934959
"customer_15",28730,2.97209039548023
"customer_13",15712,2.97
"customer_22",42554,2.96629213483146
"customer_05",5806,2.95
"customer_05",5852,2.95
"customer_06",6262,2.93402843601896
"customer_05",5756,2.9
"customer_05",5772,2.9
"customer_05",5792,2.9
"customer_04",5632,2.89930894308943
"customer_07",6982,2.86468085106383
"customer_04",5654,2.8600406504065
"customer_05",5746,2.85
"customer_21",39874,2.82664211172498
"customer_17",30430,2.82133333333333
"customer_04",5604,2.82077235772358
"customer_05",5836,2.8
"customer_21",39840,2.78993247391037
"customer_21",39778,2.75322283609576
"customer_04",5638,2.74223577235772
"customer_04",5712,2.71605691056911
"customer_18",33676,2.70682080924855
"customer_05",5798,2.7
"customer_03",5316,2.68923076923077
"customer_08",7972,2.68114285714286
"customer_15",27704,2.66898305084746
"customer_18",33780,2.65364161849711
"customer_11",11092,2.65
"customer_05",5764,2.65
"customer_08",7822,2.64434285714286
"customer_07",6594,2.64
"customer_18",33232,2.62705202312139
"customer_05",5840,2.6
"customer_05",5930,2.6
"customer_19",34150,2.57230769230769
"customer_22",40690,2.57078651685393
"customer_06",6560,2.56727488151659
"customer_04",5650,2.56552845528455
"customer_05",5834,2.55
"customer_18",33882,2.54728323699422
"customer_15",28906,2.53627118644068
"customer_13",14936,2.508
"customer_02",1628,2.50461538461538
"customer_19",34182,2.50461538461538
"customer_05",5766,2.5
"customer_05",5856,2.5
"customer_05",6054,2.5
"customer_04",5664,2.48044715447154
"customer_05",5886,2.45
"customer_13",16498,2.442
"customer_21",40028,2.42283609576427
"customer_05",5828,2.4
"customer_05",5858,2.4
"customer_17",30200,2.392
"customer_18",33690,2.38774566473988
"customer_21",40684,2.38612645794966
"customer_13",15688,2.376
"customer_05",5810,2.35
"customer_05",5846,2.35
"customer_17",29710,2.33066666666667
"customer_22",43716,2.32359550561798
"customer_21",40240,2.31270718232044
"customer_13",16682,2.31
"customer_05",5786,2.3
"customer_05",5800,2.3
"customer_05",5924,2.3
"customer_21",40162,2.27599754450583
"customer_21",40510,2.27599754450583
"customer_22",42392,2.2247191011236
"customer_05",5768,2.2
"customer_05",5890,2.15
"customer_05",6134,2.15
"customer_03",3886,2.14666666666667
"customer_06",6336,2.13483412322275
"customer_15",28240,2.12502824858757
"customer_02",1754,2.11538461538462
"customer_05",5804,2.1
"customer_05",5906,2.1
"customer_17",30326,2.08533333333333
"customer_18",33698,2.06867052023121
"customer_05",5736,2.05
"customer_05",5762,2.05
"customer_05",6104,2.05
"customer_04",5648,2.04849593495935
"customer_13",15612,2.046
"customer_06",6460,2.03630331753554
"customer_19",34082,2.03076923076923
"customer_07",6786,2.02774468085106
"customer_20",34752,2.00385542168675
"customer_10",8834,1.98526315789474
"customer_15",28702,1.96610169491525
"customer_02",1710,1.96138461538462
"customer_03",1812,1.95323076923077
"customer_05",5742,1.95
"customer_20",35158,1.94819277108434
"customer_18",32982,1.9357225433526
"customer_03",5064,1.92964102564103
"customer_18",33856,1.90913294797688
"customer_18",33880,1.90913294797688
"customer_21",39764,1.90890116635973
"customer_20",38110,1.90644578313253
"customer_20",38750,1.90644578313253
"customer_09",8554,1.90344827586207
"customer_05",5724,1.9
"customer_05",5818,1.9
"customer_05",5892,1.9
"customer_05",5946,1.9
"customer_20",36492,1.89253012048193
"customer_20",37142,1.89253012048193
"customer_15",28246,1.89237288135593
"customer_22",41882,1.87865168539326
"customer_22",42372,1.87865168539326
"customer_22",42764,1.87865168539326
"customer_05",5864,1.85
"customer_05",6110,1.85
"customer_13",15804,1.848
"customer_15",28792,1.84649717514124
"customer_02",1650,1.84461538461538
"customer_15",28864,1.84158192090395
"customer_17",29378,1.84
"customer_17",30378,1.84
"customer_21",40304,1.83548189073051
"customer_22",41162,1.82921348314607
"customer_06",6154,1.82829383886256
"customer_19",34214,1.82769230769231
"customer_07",7240,1.81991489361702
"customer_02",1672,1.81076923076923
"customer_20",38226,1.80903614457831
"customer_05",5874,1.8
"customer_05",5912,1.8
"customer_21",39726,1.7987722529159
"customer_18",32798,1.7921387283237
"customer_16",29272,1.78778947368421
"customer_11",10840,1.78333333333333
"customer_13",15346,1.782
"customer_22",40796,1.77977528089888
"customer_03",4476,1.76451282051282
"customer_21",39800,1.76206261510129
"customer_21",40428,1.76206261510129
"customer_06",6516,1.75165876777251
"customer_05",5758,1.75
"customer_05",5830,1.75
"customer_05",6046,1.75
"customer_05",6058,1.75
"customer_18",33362,1.74959537572254
"customer_18",33802,1.74959537572254
"customer_06",6310,1.73523696682464
"customer_22",40956,1.73033707865169
"customer_15",28324,1.72033898305085
"customer_18",33772,1.70705202312139
"customer_05",5788,1.7
"customer_05",6040,1.7
"customer_05",6066,1.7
"customer_15",28304,1.68757062146893
"customer_07",7756,1.68510638297872
"customer_22",42184,1.68089887640449
"customer_22",43714,1.68089887640449
"customer_22",43960,1.68089887640449
"customer_18",33466,1.68046242774566
"customer_17",30254,1.656
"customer_05",6118,1.65
"customer_18",33778,1.6485549132948
"customer_18",33858,1.64323699421965
"customer_20",36638,1.64204819277108
"customer_15",27588,1.63350282485876
"customer_19",33922,1.62461538461538
"customer_09",8526,1.62145593869732
"customer_05",5730,1.6
"customer_05",5774,1.6
"customer_05",5948,1.6
"customer_05",6048,1.6
"customer_17",29708,1.59466666666667
"customer_17",30198,1.59466666666667
"customer_17",30324,1.59466666666667
"customer_02",1712,1.58738461538462
"customer_09",8466,1.58268199233716
"customer_07",7788,1.5783829787234
"customer_15",28242,1.5728813559322
"customer_20",37254,1.57246987951807
"customer_15",27568,1.55485875706215
"customer_05",5974,1.55
"customer_05",6056,1.55
"customer_16",29062,1.54540350877193
"customer_21",40610,1.54180478821363
"customer_17",29638,1.53333333333333
"customer_17",29754,1.53333333333333
"customer_17",30376,1.53333333333333
"customer_22",43178,1.53258426966292
"customer_18",33654,1.52624277456647
"customer_02",1640,1.518
"customer_13",14392,1.518
"customer_07",6914,1.51659574468085
"customer_07",7562,1.51659574468085
"customer_15",28348,1.51553672316384
"customer_05",5882,1.5
"customer_15",27702,1.49587570621469
"customer_19",34458,1.48923076923077
"customer_22",44004,1.48314606741573
"customer_03",3322,1.4814358974359
"customer_17",29752,1.472
"customer_17",30158,1.472
"customer_21",40270,1.46838551258441
"customer_18",33436,1.46242774566474
"customer_20",38800,1.46114457831325
"customer_16",29302,1.45431578947368
"customer_03",4206,1.45312820512821
"customer_13",17162,1.452
"customer_06",6580,1.45059241706161
"customer_05",5966,1.45
"customer_05",6132,1.45
"customer_16",29030,1.44814035087719
"customer_18",33804,1.44647398843931
"customer_15",27640,1.43853107344633
"customer_18",32704,1.43583815028902
"customer_15",28244,1.43361581920904
"customer_07",7070,1.42110638297872
"customer_04",5678,1.41365853658537
"customer_17",30732,1.41066666666667
"customer_06",6522,1.4068009478673
"customer_15",28286,1.40084745762712
"customer_15",28328,1.40084745762712
"customer_05",5740,1.4
"customer_05",5790,1.4
"customer_05",5860,1.4
"customer_05",6020,1.4
"customer_05",6098,1.4
"customer_14",21088,1.4
"customer_18",33784,1.39329479768786
"customer_03",5308,1.38707692307692
"customer_13",15940,1.386
"customer_22",42948,1.38426966292135
"customer_11",11100,1.35
"customer_05",5898,1.35
"customer_05",5928,1.35
"customer_05",6032,1.35
"customer_05",6088,1.35
"customer_17",29636,1.34933333333333
"customer_17",30428,1.34933333333333
"customer_17",30634,1.34933333333333
"customer_18",32700,1.34011560693642
"customer_18",33844,1.34011560693642
"customer_07",7798,1.33685106382979
"customer_11",11340,1.33333333333333
"customer_20",35410,1.32198795180723
"customer_07",7038,1.3143829787234
"customer_07",7358,1.3143829787234
"customer_18",33606,1.31352601156069
"customer_16",29240,1.30919298245614
"customer_07",6694,1.30876595744681
"customer_20",38714,1.30807228915663
"customer_06",6328,1.30279620853081
"customer_15",28306,1.30254237288136
"customer_04",5594,1.30239837398374
"customer_05",5794,1.3
"customer_05",6086,1.3
"customer_20",34996,1.29415662650602
"customer_17",30066,1.288
"customer_18",32732,1.28693641618497
"customer_19",34242,1.28615384615385
"customer_18",32708,1.28161849710983
"customer_20",36300,1.28024096385542
"customer_20",36426,1.28024096385542
"customer_03",2842,1.27384615384615
"customer_18",33562,1.27098265895954
"customer_18",33854,1.27098265895954
"customer_07",6606,1.26944680851064
"customer_20",34898,1.26632530120482
"customer_20",36568,1.26632530120482
"customer_13",15230,1.254
"customer_13",15692,1.254
"customer_13",16684,1.254
"customer_20",35490,1.25240963855422
"customer_03",2846,1.25025641025641
"customer_05",5968,1.25
"customer_05",5980,1.25
"customer_15",27700,1.2419209039548
"customer_06",6166,1.23710900473934
"customer_17",29328,1.22666666666667
"customer_17",30156,1.22666666666667
"customer_17",32014,1.22666666666667
"customer_15",28528,1.22553672316384
"customer_19",33984,1.21846153846154
"customer_19",34436,1.21846153846154
"customer_19",34512,1.21846153846154
"customer_01",388,1.20521739130435
"customer_05",5862,1.2
"customer_20",35360,1.19674698795181
"customer_07",7274,1.19642553191489
"customer_03",4638,1.196
"customer_13",16124,1.188
"customer_06",6258,1.18784360189573
"customer_22",41168,1.18651685393258
"customer_22",43052,1.18651685393258
"customer_22",43664,1.18651685393258
"customer_18",33348,1.18057803468208
"customer_02",1730,1.17107692307692
"customer_20",34808,1.1689156626506
"customer_11",11000,1.16666666666667
"customer_11",11154,1.16666666666667
"customer_11",11394,1.16666666666667
"customer_17",31000,1.16533333333333
"customer_17",31754,1.16533333333333
"customer_06",6354,1.155
"customer_06",6514,1.155
"customer_20",37418,1.155
"customer_20",38620,1.155
"customer_03",3922,1.15117948717949
"customer_19",34074,1.15076923076923
"customer_19",34240,1.15076923076923
"customer_05",5728,1.15
"customer_05",5802,1.15
"customer_05",5808,1.15
"customer_05",5820,1.15
"customer_05",5826,1.15
"customer_05",5866,1.15
"customer_05",5884,1.15
"customer_05",6034,1.15
"customer_12",12018,1.13904761904762
"customer_22",40958,1.13707865168539
"customer_03",3368,1.12758974358974
"customer_18",33570,1.12739884393064
"customer_13",15508,1.122
"customer_02",1728,1.11861538461538
"customer_10",8758,1.11368421052632
"customer_05",5734,1.1
"customer_05",5778,1.1
"customer_05",5904,1.1
"customer_05",6016,1.1
"customer_05",6050,1.1
"customer_20",39612,1.09933734939759
"customer_16",29274,1.09305263157895
"customer_09",8468,1.08919540229885
"customer_19",33978,1.08307692307692
"customer_19",34180,1.08307692307692
"customer_03",2404,1.08041025641026
"customer_18",33686,1.07953757225434
"customer_20",35090,1.07150602409639
"customer_07",6944,1.06723404255319
"customer_03",4024,1.06153846153846
"customer_18",33396,1.05826589595376
"customer_18",33752,1.05826589595376
"customer_06",6194,1.0564691943128
"customer_13",15608,1.056
"customer_13",16924,1.056
"customer_15",28758,1.05186440677966
"customer_15",27944,1.05022598870056
"customer_05",6022,1.05
"customer_11",10566,1.05
"customer_20",35240,1.04367469879518
"customer_17",29380,1.04266666666667
"customer_17",29580,1.04266666666667
"customer_17",31396,1.04266666666667
"customer_17",31892,1.04266666666667
"customer_17",31960,1.04266666666667
"customer_03",5058,1.03323076923077
"customer_02",1626,1.03230769230769
"customer_20",37312,1.02975903614458
"customer_18",33290,1.02104046242775
"customer_18",33314,1.02104046242775
"customer_15",28162,1.01745762711864
"customer_20",37332,1.01584337349398
"customer_06",6312,1.01267772511848
"customer_15",28836,1.00435028248588
"customer_09",8442,1.00107279693487
"customer_05",5726,1
"customer_05",5848,1
"customer_05",6030,1
"customer_13",15140,0.99
"customer_13",15296,0.99
"customer_13",16146,0.99
"customer_22",42154,0.98876404494382
"customer_20",38306,0.988012048192771
"customer_03",2868,0.986051282051282
"customer_06",6326,0.985308056872038
"customer_09",8474,0.983448275862069
"customer_17",29530,0.981333333333333
"customer_17",30668,0.981333333333333
"customer_17",30910,0.981333333333333
"customer_17",32016,0.981333333333333
"customer_18",32906,0.97849710982659
"customer_03",3850,0.976615384615385
"customer_02",1750,0.976461538461538
"customer_01",390,0.975652173913043
"customer_15",28260,0.974858757062147
"customer_20",38112,0.974096385542168
"customer_07",6708,0.971744680851064
"customer_06",6170,0.968886255924171
"customer_15",27750,0.968305084745763
"customer_11",10044,0.966666666666667
"customer_11",10472,0.966666666666667
"customer_09",8446,0.965823754789272
"customer_21",40090,0.954450583179865
"customer_21",40448,0.954450583179865
"customer_11",10468,0.95
"customer_05",5854,0.95
"customer_05",5942,0.95
"customer_14",21094,0.95
"customer_19",34212,0.947692307692308
"customer_20",36058,0.946265060240964
"customer_03",2834,0.943589743589744
"customer_03",4642,0.943589743589744
"customer_22",41066,0.939325842696629
"customer_22",42464,0.939325842696629
"customer_20",35574,0.932349397590361
"customer_13",15148,0.924
"customer_13",18558,0.924
"customer_08",8230,0.921752380952381
"customer_12",11490,0.92
"customer_17",29406,0.92
"customer_17",29850,0.92
"customer_17",29970,0.92
"customer_17",30006,0.92
"customer_17",31002,0.92
"customer_17",31134,0.92
"customer_17",31222,0.92
"customer_09",8496,0.912950191570881
"customer_14",18900,0.91
"customer_20",35742,0.904518072289156
"customer_05",5812,0.9
"customer_05",6026,0.9
"customer_05",6052,0.9
"customer_14",27106,0.9
"customer_18",33408,0.898728323699422
"customer_18",33846,0.898728323699422
"customer_15",28274,0.892937853107345
"customer_18",33692,0.888092485549133
"customer_15",27594,0.884745762711864
"customer_11",10396,0.883333333333333
"customer_19",33980,0.88
"customer_19",34080,0.88
"customer_19",34184,0.88
"customer_02",1630,0.878307692307692
"customer_16",29210,0.876912280701754
"customer_15",27644,0.871638418079096
"customer_16",29238,0.861473684210526
"customer_01",524,0.860869565217391
"customer_15",27824,0.860169491525424
"customer_09",8470,0.86007662835249
"customer_06",6202,0.859407582938388
"customer_17",29350,0.858666666666667
"customer_17",31184,0.858666666666667
"customer_17",31338,0.858666666666667
"customer_17",31788,0.858666666666667
"customer_17",31818,0.858666666666667
"customer_17",31924,0.858666666666667
"customer_17",32050,0.858666666666667
"customer_13",15290,0.858
"customer_13",15360,0.858
"customer_13",15504,0.858
"customer_13",15506,0.858
"customer_13",17682,0.858
"customer_09",8464,0.851264367816092
"customer_18",32684,0.850867052023121
"customer_11",11088,0.85
"customer_05",6008,0.85
"customer_03",2838,0.849230769230769
"customer_03",2852,0.849230769230769
"customer_03",5328,0.849230769230769
"customer_20",35404,0.848855421686747
"customer_18",33710,0.845549132947977
"customer_03",3766,0.84451282051282
"customer_03",4488,0.84451282051282
"customer_22",43370,0.840449438202247
"customer_18",33448,0.834913294797688
"customer_02",1752,0.829230769230769
"customer_15",27870,0.825762711864407
"customer_03",3442,0.820923076923077
"customer_18",33644,0.818959537572254
"customer_02",1744,0.817384615384615
"customer_06",6342,0.815616113744076
"customer_08",8228,0.814857142857143
"customer_15",28190,0.814293785310734
"customer_19",34216,0.812307692307692
"customer_19",34218,0.812307692307692
"customer_19",34238,0.812307692307692
"customer_19",34372,0.812307692307692
"customer_04",5606,0.811544715447154
"customer_21",40462,0.807612031921424
"customer_20",39470,0.80710843373494
"customer_15",28672,0.806101694915254
"customer_01",464,0.803478260869565
"customer_15",28184,0.802824858757062
"customer_05",6062,0.8
"customer_03",1826,0.797333333333333
"customer_03",4042,0.797333333333333
"customer_17",29900,0.797333333333333
"customer_17",29930,0.797333333333333
"customer_17",30880,0.797333333333333
"customer_17",31186,0.797333333333333
"customer_17",31550,0.797333333333333
"customer_17",31582,0.797333333333333
"customer_06",6338,0.793720379146919
"customer_20",36220,0.793192771084337
"customer_13",15280,0.792
"customer_13",16096,0.792
"customer_22",40804,0.791011235955056
"customer_09",8530,0.789578544061303
"customer_09",8552,0.789578544061303
"customer_08",8092,0.788571428571428
"customer_14",26538,0.785
"customer_16",29292,0.784280701754386
"customer_11",10394,0.783333333333333
"customer_18",32888,0.781734104046243
"customer_02",1698,0.778461538461538
"customer_03",3882,0.778461538461538
"customer_03",4640,0.778461538461538
"customer_06",6350,0.777298578199052
"customer_03",3446,0.776102564102564
"customer_10",9308,0.774736842105263
"customer_03",1950,0.77374358974359
"customer_15",27854,0.768418079096045
"customer_16",29176,0.767298245614035
"customer_18",33230,0.760462427745665
"customer_02",1642,0.758153846153846
"customer_03",4030,0.754871794871795
"customer_15",28234,0.753672316384181
"customer_15",28278,0.753672316384181
"customer_20",36366,0.75144578313253
"customer_20",38430,0.75144578313253
"customer_03",3522,0.750153846153846
"customer_03",4420,0.750153846153846
"customer_05",5876,0.75
"customer_05",5900,0.75
"customer_05",6112,0.75
"customer_18",33156,0.749826589595376
"customer_02",1652,0.744615384615385
"customer_19",33916,0.744615384615384
"customer_19",33982,0.744615384615384
"customer_06",6224,0.744454976303317
"customer_22",42020,0.741573033707865
"customer_22",42558,0.741573033707865
"customer_03",2824,0.740717948717949
"customer_18",33588,0.739190751445087
"customer_18",33900,0.739190751445087
"customer_09",8500,0.736704980842912
"customer_17",30636,0.736
"customer_17",31612,0.736
"customer_17",31642,0.736
"customer_17",31848,0.736
"customer_17",32290,0.736
"customer_17",32462,0.736
"customer_03",3854,0.731282051282051
"customer_07",6978,0.730212765957447
"customer_15",28326,0.72909604519774
"customer_03",2714,0.726564102564103
"customer_03",2816,0.726564102564103
"customer_03",3764,0.726564102564103
"customer_13",14578,0.726
"customer_13",14982,0.726
"customer_13",15150,0.726
"customer_13",15426,0.726
"customer_13",16126,0.726
"customer_13",16686,0.726
"customer_13",16936,0.726
"customer_13",16996,0.726
"customer_13",17010,0.726
"customer_14",21882,0.725
"customer_20",35874,0.723614457831325
"customer_20",38828,0.723614457831325
"customer_16",29318,0.722526315789474
"customer_15",28302,0.717627118644068
"customer_03",4184,0.717128205128205
"customer_15",27610,0.715988700564972
"customer_15",28160,0.714350282485876
"customer_14",19856,0.71
"customer_20",35870,0.709698795180723
"customer_20",39102,0.709698795180723
"customer_07",7458,0.707744680851064
"customer_18",32800,0.70728323699422
"customer_06",6512,0.706137440758294
"customer_03",4838,0.702974358974359
"customer_07",6808,0.702127659574468
"customer_05",5832,0.7
"customer_15",28674,0.699604519774011
"customer_21",40276,0.697483118477593
"customer_18",32822,0.696647398843931
"customer_20",39552,0.69578313253012
"customer_15",28238,0.694689265536723
"customer_22",43974,0.692134831460674
"customer_16",28928,0.691649122807017
"customer_01",392,0.688695652173913
"customer_01",536,0.688695652173913
"customer_15",28230,0.688135593220339
"customer_18",33336,0.686011560693642
"customer_18",33462,0.686011560693642
"customer_18",33818,0.686011560693642
"customer_03",3888,0.684102564102564
"customer_08",8232,0.683428571428571
"customer_11",10250,0.683333333333333
"customer_20",38526,0.681867469879518
"customer_20",39334,0.681867469879518
"customer_03",3846,0.68174358974359
"customer_09",8444,0.678544061302682
"customer_19",33912,0.676923076923077
"customer_19",33958,0.676923076923077
"customer_19",34148,0.676923076923077
"customer_19",34156,0.676923076923077
"customer_19",34432,0.676923076923077
"customer_19",34434,0.676923076923077
"customer_19",34460,0.676923076923077
"customer_15",27596,0.676666666666667
"customer_17",29330,0.674666666666667
"customer_17",29532,0.674666666666667
"customer_17",29582,0.674666666666667
"customer_17",29876,0.674666666666667
"customer_17",29972,0.674666666666667
"customer_17",30068,0.674666666666667
"customer_17",30722,0.674666666666667
"customer_17",30754,0.674666666666667
"customer_17",30782,0.674666666666667
"customer_17",30850,0.674666666666667
"customer_17",30912,0.674666666666667
"customer_17",31398,0.674666666666667
"customer_17",31962,0.674666666666667
"customer_07",7630,0.674042553191489
"customer_06",6196,0.673293838862559
"customer_18",33786,0.670057803468208
"customer_03",3892,0.669948717948718
"customer_07",7654,0.668425531914894
"customer_20",35680,0.667951807228915
"customer_20",39394,0.667951807228915
"customer_20",39676,0.667951807228915
"customer_06",6518,0.66781990521327
"customer_15",27826,0.665197740112994
"customer_03",2758,0.66051282051282
"customer_13",14338,0.66
"customer_13",14978,0.66
"customer_13",15234,0.66
"customer_13",15348,0.66
"customer_13",15610,0.66
"customer_13",15750,0.66
"customer_13",16446,0.66
"customer_13",16504,0.66
"customer_13",16580,0.66
"customer_13",16586,0.66
"customer_13",17056,0.66
"customer_07",6596,0.657191489361702
"customer_06",6156,0.656872037914692
"customer_03",2726,0.655794871794872
"customer_03",3440,0.655794871794872
"customer_03",3842,0.655794871794872
"customer_03",5424,0.655794871794872
"customer_15",28280,0.655367231638418
"customer_20",35152,0.654036144578313
"customer_20",36126,0.654036144578313
"customer_15",28738,0.653728813559322
"customer_03",2958,0.653435897435897
"customer_05",5770,0.65
"customer_05",5976,0.65
"customer_05",6074,0.65
"customer_05",6120,0.65
"customer_14",19114,0.65
"customer_08",7820,0.648380952380952
"customer_22",40976,0.642696629213483
"customer_22",43414,0.642696629213483
"customer_20",34794,0.640120481927711
"customer_20",35076,0.640120481927711
"customer_20",35798,0.640120481927711
"customer_15",28576,0.638983050847458
"customer_15",27650,0.638983050847458
"customer_08",8090,0.637866666666667
"customer_03",2848,0.636923076923077
"customer_14",19326,0.635
"customer_03",1846,0.632205128205128
"customer_03",2046,0.632205128205128
"customer_03",2262,0.632205128205128
"customer_03",2382,0.632205128205128
"customer_03",3974,0.632205128205128
"customer_03",4696,0.632205128205128
"customer_01",352,0.631304347826087
"customer_01",462,0.631304347826087
"customer_01",498,0.631304347826087
"customer_01",534,0.631304347826087
"customer_01",578,0.631304347826087
"customer_09",8472,0.63095785440613
"customer_08",7818,0.630857142857143
"customer_08",7898,0.630857142857143
"customer_10",9102,0.629473684210526
"customer_10",9646,0.629473684210526
"customer_10",9676,0.629473684210526
"customer_07",7098,0.629106382978723
"customer_16",29076,0.628350877192982
"customer_14",21222,0.625
"customer_21",39816,0.624063842848373
"customer_21",40012,0.624063842848373
"customer_21",40528,0.624063842848373
"customer_07",6588,0.617872340425532
"customer_07",6942,0.617872340425532
"customer_07",6980,0.617872340425532
"customer_11",10342,0.616666666666667
"customer_15",28402,0.614406779661017
"customer_03",2626,0.613333333333333
"customer_17",29712,0.613333333333333
"customer_17",29834,0.613333333333333
"customer_17",30256,0.613333333333333
"customer_17",30578,0.613333333333333
"customer_17",30638,0.613333333333333
"customer_17",31224,0.613333333333333
"customer_17",31286,0.613333333333333
"customer_17",31672,0.613333333333333
"customer_17",31756,0.613333333333333
"customer_17",32258,0.613333333333333
"customer_17",32382,0.613333333333333
"customer_19",33996,0.609230769230769
"customer_19",34072,0.609230769230769
"customer_19",34076,0.609230769230769
"customer_19",34078,0.609230769230769
"customer_19",34152,0.609230769230769
"customer_19",34186,0.609230769230769
"customer_19",34210,0.609230769230769
"customer_19",34244,0.609230769230769
"customer_19",34462,0.609230769230769
"customer_03",2412,0.608615384615385
"customer_03",2484,0.608615384615385
"customer_03",2718,0.608615384615385
"customer_03",2722,0.608615384615385
"customer_03",2820,0.608615384615385
"customer_15",27698,0.604576271186441
"customer_15",28580,0.601299435028249
"customer_07",7414,0.601021276595745
"customer_05",5732,0.6
"customer_05",5894,0.6
"customer_14",21418,0.6
"customer_14",21624,0.6
"customer_14",25010,0.6
"customer_16",28994,0.599017543859649
"customer_15",28276,0.598022598870056
"customer_15",28308,0.598022598870056
"customer_09",8544,0.597471264367816
"customer_18",32750,0.595606936416185
"customer_18",33776,0.595606936416185
"customer_13",14574,0.594
"customer_13",14576,0.594
"customer_13",14580,0.594
"customer_13",14582,0.594
"customer_13",14650,0.594
"customer_13",15152,0.594
"customer_13",15422,0.594
"customer_13",15500,0.594
"customer_13",15502,0.594
"customer_13",15874,0.594
"customer_13",17516,0.594
"customer_22",41974,0.593258426966292
"customer_22",43470,0.593258426966292
"customer_22",44126,0.593258426966292
"customer_02",1774,0.592307692307692
"customer_03",2618,0.592102564102564
"customer_15",27980,0.591468926553672
"customer_03",4810,0.58974358974359
"customer_21",40010,0.587354205033763
"customer_03",2196,0.585025641025641
"customer_03",2606,0.585025641025641
"customer_03",3080,0.585025641025641
"customer_03",3372,0.585025641025641
"customer_03",3964,0.585025641025641
"customer_03",3970,0.585025641025641
"customer_03",4036,0.585025641025641
"customer_11",10466,0.583333333333333
"customer_11",11156,0.583333333333333
"customer_10",8804,0.581052631578947
"customer_10",9888,0.581052631578947
"customer_02",1656,0.580461538461538
"customer_18",32860,0.579653179190751
"customer_18",32930,0.579653179190751
"customer_03",2614,0.575589743589744
