"pat","scale","shape","scale_error","shape_error","max_d","ret_lvl_lwr","ret_lvl_est","ret_lvl_upr"
0.00125470514429109,0.227033829617688,-1.10630167010397,1.99999667020186e-06,1.99999681969199e-06,1.20521739130435,1.20395733886008,1.20396092930352,1.20396451974696
0.147058823529412,1.96069363201255,0.0305519968442332,0.939985027179047,0.351414140524595,7.59846153846154,1.08609066390324,10.6953965179133,20.3047023719233
0.00948866631523458,0.637208458210416,0.210631386000261,0.242551458331131,0.242889009826985,4.80523076923077,1.19977311399981,5.95510642611595,10.7104397382321
0.419354838709677,3.69403043563452,-0.994233927096903,0.077798076177906,0.00113081993268044,4.71219512195122,4.64523329153097,4.67729966637043,4.70936604120989
0.464454976303318,1.28410310540191,-0.255311274983302,0.147202775119337,0.0600223012286387,5.2,3.99598163337486,4.47750306509501,4.95902449681516
0.085972850678733,1.08098514987358,-0.174018577303999,0.439330173887915,0.337827231415794,3.93575829383886,1.96272008750904,4.42457428821379,6.88642848891853
0.0262725779967159,0.800561469623119,-0.290395985629137,0.289006693501314,0.270397799724329,2.86468085106383,2.0729546314225,3.03300327110927,3.99305191079603
0.0198019801980198,8.78305059757125,-0.994191588409135,0.0414253159232407,2.0000130894942e-06,9.83085714285714,9.66279792886817,9.74362561083473,9.8244532928013
0.0853658536585366,1.20356869184455,7.57810530496762e-16,0.459780691046842,0.0445211801023743,5.07233716475096,2.49251986295868,6.64248553274814,10.7924512025376
0.00289855072463768,1.25549926295049,-1.27343468922292,NA,0.193347522961165,1.98526315789474,NA,1.9831169171852,NA
0.0217391304347826,3.83265155344294,-0.14850968093191,2.3718116398321,0.567310621162326,11.1833333333333,-1.62870359900586,13.7839940419543,29.1966916829144
0.000712758374910905,0.139295615247751,-1.00050058377849,1.99999801001295e-06,1.99999801359054e-06,1.13904761904762,1.13783295473393,1.13783686764171,1.13784078054949
0.0103851146689745,1.40081243737908,0.123319225116535,0.476472281705429,0.241243374570567,8.25,2.4570809792927,9.68491229498244,16.9127436106722
0.000234962406015038,0.400143319484562,-0.998924178517864,1.99999908774521e-06,1.99999908066418e-06,1.4,1.39654446985222,1.39654862816824,1.39655278648425
0.0564102564102564,2.18381869542887,-3.2714938337449e-10,0.343063528076328,0.0439688406931574,9.42090395480226,7.96037677524315,11.0568571011831,14.153337427123
0.05,2.03959897476995,-0.5331608377138,1.11183012545353,0.474953771528059,4.31817543859649,3.05866119569737,4.49711429697554,5.93556739825371
0.0189873417721519,0.616453541225282,-0.210037711357492,0.153400090330826,0.173378821921602,2.82133333333333,2.13499527695762,2.81931681579063,3.50363835462363
0.0881118881118881,2.11608362164502,0.241205629046665,0.502216307361649,0.187549338408342,12.5236994219653,6.05566126316204,18.8684309775175,31.6812006918729
0.0402010050251256,0.673843509822793,0.247689439706518,0.262143680527448,0.231160971506795,6.56615384615385,1.04121509984966,6.79145922099947,12.5417033421493
0.0107612594659227,0.990371239021906,-0.985959344026852,0.0319392588846235,0.00270212550189869,2.00385542168675,1.98089385738369,1.99375902852039,2.00662419965708
0.033195020746888,2.25247850044281,-1.10041492714106,2.00001027870633e-06,2.00001019087919e-06,3.04689993861264,3.03403711902507,3.03404497480936,3.03405283059366
0.0127832655432888,1.34718671568009,-0.484474271589108,0.386116857775945,0.217624340656729,3.46067415730337,2.93124007829493,3.48203715922162,4.03283424014831
