"Plot Title: Riggert"
"#","Date Time, GMT-07:00","AC Curr, Amps (LGR S/N: 10047347, SEN S/N: 10047347, LBL: SFan)","End Of File (LGR S/N: 10047347)"
8924,07/24/16 04:52:44 AM,0.054,
8925,07/24/16 04:55:44 AM,0.054,
8926,07/24/16 04:58:44 AM,0.054,
8927,07/24/16 05:01:44 AM,0.054,
8928,07/24/16 05:04:44 AM,0.054,
8929,07/24/16 05:07:44 AM,0.054,
8930,07/24/16 05:10:44 AM,0.054,
8931,07/24/16 05:13:44 AM,0.054,
8932,07/24/16 05:16:44 AM,0.054,
8933,07/24/16 05:19:44 AM,0.054,
8934,07/24/16 05:22:44 AM,0.054,
8935,07/24/16 05:25:44 AM,0.054,
8936,07/24/16 05:28:44 AM,0.054,
8937,07/24/16 05:31:44 AM,0.054,
8938,07/24/16 05:34:44 AM,0.054,
8939,07/24/16 05:37:44 AM,0.054,
8940,07/24/16 05:40:44 AM,0.054,
8941,07/24/16 05:43:44 AM,0.054,
8942,07/24/16 05:46:44 AM,0.054,
8943,07/24/16 05:49:44 AM,11.253,
8944,07/24/16 05:52:44 AM,11.263,
8945,07/24/16 05:55:44 AM,0.059,
8946,07/24/16 05:58:44 AM,0.054,
8947,07/24/16 06:01:44 AM,0.054,
8948,07/24/16 06:04:44 AM,0.054,
8949,07/24/16 06:07:44 AM,0.054,
8950,07/24/16 06:10:44 AM,0.054,
8951,07/24/16 06:13:44 AM,0.054,
8952,07/24/16 06:16:44 AM,0.054,
8953,07/24/16 06:19:44 AM,0.054,
8954,07/24/16 06:22:44 AM,0.054,
8955,07/24/16 06:25:44 AM,0.054,
8956,07/24/16 06:28:44 AM,0.054,
8957,07/24/16 06:31:44 AM,0.054,
8958,07/24/16 06:34:44 AM,0.054,
8959,07/24/16 06:37:44 AM,0.054,
8960,07/24/16 06:40:44 AM,0.054,
8961,07/24/16 06:43:44 AM,0.054,
8962,07/24/16 06:46:44 AM,0.054,
8963,07/24/16 06:49:44 AM,0.054,
8964,07/24/16 06:52:44 AM,0.054,
8965,07/24/16 06:55:44 AM,0.054,
8966,07/24/16 06:58:44 AM,0.054,
8967,07/24/16 07:01:44 AM,0.054,
8968,07/24/16 07:04:44 AM,0.054,
8969,07/24/16 07:07:44 AM,0.054,
8970,07/24/16 07:10:44 AM,0.054,
8971,07/24/16 07:13:44 AM,0.054,
8972,07/24/16 07:16:44 AM,0.054,
8973,07/24/16 07:19:44 AM,0.054,
8974,07/24/16 07:22:44 AM,0.054,
8975,07/24/16 07:25:44 AM,0.054,
8976,07/24/16 07:28:44 AM,0.054,
8977,07/24/16 07:31:44 AM,0.054,
8978,07/24/16 07:34:44 AM,0.054,
8979,07/24/16 07:37:44 AM,0.054,
8980,07/24/16 07:40:44 AM,0.054,
8981,07/24/16 07:43:44 AM,0.054,
8982,07/24/16 07:46:44 AM,0.054,
8983,07/24/16 07:49:44 AM,11.678,
8984,07/24/16 07:52:44 AM,11.712,
8985,07/24/16 07:55:44 AM,11.697,
8986,07/24/16 07:58:44 AM,0.059,
8987,07/24/16 08:01:44 AM,0.054,
8988,07/24/16 08:04:44 AM,0.054,
8989,07/24/16 08:07:44 AM,0.054,
8990,07/24/16 08:10:44 AM,0.054,
8991,07/24/16 08:13:44 AM,0.054,
8992,07/24/16 08:16:44 AM,11.785,
8993,07/24/16 08:19:44 AM,12.049,
8994,07/24/16 08:22:44 AM,11.985,
8995,07/24/16 08:25:44 AM,0.054,
8996,07/24/16 08:28:44 AM,0.054,
8997,07/24/16 08:31:44 AM,0.054,
8998,07/24/16 08:34:44 AM,0.054,
8999,07/24/16 08:37:44 AM,0.054,
9000,07/24/16 08:40:44 AM,0.054,
9001,07/24/16 08:43:44 AM,0.054,
9002,07/24/16 08:46:44 AM,12.186,
9003,07/24/16 08:49:44 AM,12.425,
9004,07/24/16 08:52:44 AM,12.303,
9005,07/24/16 08:55:44 AM,0.054,
9006,07/24/16 08:58:44 AM,0.054,
9007,07/24/16 09:01:44 AM,0.054,
9008,07/24/16 09:04:44 AM,0.049,
9009,07/24/16 09:07:44 AM,0.049,
9010,07/24/16 09:10:44 AM,0.049,
9011,07/24/16 09:13:44 AM,0.049,
9012,07/24/16 09:16:44 AM,0.049,
9013,07/24/16 09:19:44 AM,0.049,
9014,07/24/16 09:22:44 AM,0.049,
9015,07/24/16 09:25:44 AM,12.464,
9016,07/24/16 09:28:44 AM,12.908,
9017,07/24/16 09:31:44 AM,12.796,
9018,07/24/16 09:34:44 AM,0.054,
9019,07/24/16 09:37:44 AM,0.054,
9020,07/24/16 09:40:44 AM,0.054,
9021,07/24/16 09:43:44 AM,0.054,
9022,07/24/16 09:46:44 AM,0.054,
9023,07/24/16 09:49:44 AM,0.054,
9024,07/24/16 09:52:44 AM,0.054,
9025,07/24/16 09:55:44 AM,0.054,
9026,07/24/16 09:58:44 AM,0.049,
9027,07/24/16 10:01:44 AM,13.006,
9028,07/24/16 10:04:44 AM,13.206,
9029,07/24/16 10:07:44 AM,0.049,
9030,07/24/16 10:10:44 AM,0.044,
9031,07/24/16 10:13:44 AM,0.044,
9032,07/24/16 10:16:44 AM,0.044,
9033,07/24/16 10:19:44 AM,0.044,
9034,07/24/16 10:22:44 AM,0.044,
9035,07/24/16 10:25:44 AM,0.044,
9036,07/24/16 10:28:44 AM,0.044,
9037,07/24/16 10:31:44 AM,13.407,
9038,07/24/16 10:34:44 AM,13.172,
9039,07/24/16 10:37:44 AM,13.299,
9040,07/24/16 10:40:44 AM,0.044,
9041,07/24/16 10:43:44 AM,0.044,
9042,07/24/16 10:46:44 AM,0.044,
9043,07/24/16 10:49:44 AM,0.044,
9044,07/24/16 10:52:44 AM,0.044,
9045,07/24/16 10:55:44 AM,0.044,
9046,07/24/16 10:58:44 AM,0.044,
9047,07/24/16 11:01:44 AM,0.044,
9048,07/24/16 11:04:44 AM,13.558,
9049,07/24/16 11:07:44 AM,13.377,
9050,07/24/16 11:10:44 AM,0.049,
9051,07/24/16 11:13:44 AM,0.044,
9052,07/24/16 11:16:44 AM,0.044,
9053,07/24/16 11:19:44 AM,0.044,
9054,07/24/16 11:22:44 AM,0.044,
9055,07/24/16 11:25:44 AM,0.044,
9056,07/24/16 11:28:44 AM,0.044,
9057,07/24/16 11:31:44 AM,0.044,
9058,07/24/16 11:34:44 AM,13.343,
9059,07/24/16 11:37:44 AM,13.822,
9060,07/24/16 11:40:44 AM,13.929,
9061,07/24/16 11:43:44 AM,0.044,
9062,07/24/16 11:46:44 AM,0.044,
9063,07/24/16 11:49:44 AM,0.044,
9064,07/24/16 11:52:44 AM,0.039,
9065,07/24/16 11:55:44 AM,0.044,
9066,07/24/16 11:58:44 AM,0.039,
9067,07/24/16 12:01:44 PM,0.044,
9068,07/24/16 12:04:44 PM,0.039,
9069,07/24/16 12:07:44 PM,14.051,
9070,07/24/16 12:10:44 PM,14.017,
9071,07/24/16 12:13:44 PM,0.049,
9072,07/24/16 12:16:44 PM,0.039,
9073,07/24/16 12:19:44 PM,0.039,
9074,07/24/16 12:22:44 PM,0.039,
9075,07/24/16 12:25:44 PM,0.039,
9076,07/24/16 12:28:44 PM,14.120,
9077,07/24/16 12:31:44 PM,14.090,
9078,07/24/16 12:34:44 PM,14.139,
9079,07/24/16 12:37:44 PM,14.208,
9080,07/24/16 12:40:44 PM,14.227,
9081,07/24/16 12:43:44 PM,0.044,
9082,07/24/16 12:46:44 PM,0.039,
9083,07/24/16 12:49:44 PM,0.039,
9084,07/24/16 12:52:44 PM,0.039,
9085,07/24/16 12:55:44 PM,14.457,
9086,07/24/16 12:58:44 PM,14.364,
9087,07/24/16 01:01:44 PM,14.462,
9088,07/24/16 01:04:44 PM,14.540,
9089,07/24/16 01:07:44 PM,14.491,
9090,07/24/16 01:10:44 PM,0.039,
9091,07/24/16 01:13:44 PM,0.039,
9092,07/24/16 01:16:44 PM,0.039,
9093,07/24/16 01:19:44 PM,14.408,
9094,07/24/16 01:22:44 PM,14.584,
9095,07/24/16 01:25:44 PM,14.486,
9096,07/24/16 01:28:44 PM,14.388,
9097,07/24/16 01:31:44 PM,0.039,
9098,07/24/16 01:34:44 PM,0.034,
9099,07/24/16 01:37:44 PM,0.034,
9100,07/24/16 01:40:44 PM,0.034,
9101,07/24/16 01:43:44 PM,14.598,
9102,07/24/16 01:46:44 PM,14.813,
9103,07/24/16 01:49:44 PM,14.755,
9104,07/24/16 01:52:44 PM,14.686,
9105,07/24/16 01:55:44 PM,14.603,
9106,07/24/16 01:58:44 PM,0.034,
9107,07/24/16 02:01:44 PM,0.034,
9108,07/24/16 02:04:44 PM,0.034,
9109,07/24/16 02:07:44 PM,14.979,
9110,07/24/16 02:10:44 PM,15.048,
9111,07/24/16 02:13:44 PM,15.092,
9112,07/24/16 02:16:44 PM,15.048,
9113,07/24/16 02:19:44 PM,15.043,
9114,07/24/16 02:22:44 PM,15.077,
9115,07/24/16 02:25:44 PM,0.034,
9116,07/24/16 02:28:44 PM,0.034,
9117,07/24/16 02:31:44 PM,15.204,
9118,07/24/16 02:34:44 PM,15.233,
9119,07/24/16 02:37:44 PM,15.053,
9120,07/24/16 02:40:44 PM,15.116,
9121,07/24/16 02:43:44 PM,14.945,
9122,07/24/16 02:46:44 PM,14.974,
9123,07/24/16 02:49:44 PM,15.126,
9124,07/24/16 02:52:44 PM,0.034,
9125,07/24/16 02:55:44 PM,0.034,
9126,07/24/16 02:58:44 PM,15.082,
9127,07/24/16 03:01:44 PM,14.994,
9128,07/24/16 03:04:44 PM,15.077,
9129,07/24/16 03:07:44 PM,15.087,
9130,07/24/16 03:10:44 PM,15.082,
9131,07/24/16 03:13:44 PM,14.965,
9132,07/24/16 03:16:44 PM,15.009,
9133,07/24/16 03:19:44 PM,0.034,
9134,07/24/16 03:22:44 PM,0.034,
9135,07/24/16 03:25:44 PM,0.034,
9136,07/24/16 03:28:44 PM,15.209,
9137,07/24/16 03:31:44 PM,15.277,
9138,07/24/16 03:34:44 PM,15.326,
9139,07/24/16 03:37:44 PM,15.077,
9140,07/24/16 03:40:44 PM,15.155,
9141,07/24/16 03:43:44 PM,15.214,
9142,07/24/16 03:46:44 PM,15.184,
9143,07/24/16 03:49:44 PM,0.034,
9144,07/24/16 03:52:44 PM,0.029,
9145,07/24/16 03:55:44 PM,0.029,
9146,07/24/16 03:58:44 PM,15.424,
9147,07/24/16 04:01:44 PM,15.365,
9148,07/24/16 04:04:44 PM,0.029,
9149,07/24/16 04:07:44 PM,0.029,
9150,07/24/16 04:10:44 PM,0.029,
9151,07/24/16 04:13:44 PM,0.029,
9152,07/24/16 04:16:44 PM,0.024,
9153,07/24/16 04:19:44 PM,15.394,
9154,07/24/16 04:22:44 PM,15.365,
9155,07/24/16 04:25:44 PM,15.370,
9156,07/24/16 04:28:44 PM,15.419,
9157,07/24/16 04:31:44 PM,0.029,
9158,07/24/16 04:34:44 PM,0.029,
9159,07/24/16 04:37:44 PM,0.024,
9160,07/24/16 04:40:44 PM,0.024,
9161,07/24/16 04:43:44 PM,15.409,
9162,07/24/16 04:46:44 PM,15.531,
9163,07/24/16 04:49:44 PM,15.331,
9164,07/24/16 04:52:44 PM,15.468,
9165,07/24/16 04:55:44 PM,0.029,
9166,07/24/16 04:58:44 PM,0.029,
9167,07/24/16 05:01:44 PM,15.399,
9168,07/24/16 05:04:44 PM,15.385,
9169,07/24/16 05:07:44 PM,15.360,
9170,07/24/16 05:10:44 PM,15.389,
9171,07/24/16 05:13:44 PM,15.482,
9172,07/24/16 05:16:44 PM,15.316,
9173,07/24/16 05:19:44 PM,15.380,
9174,07/24/16 05:22:44 PM,15.346,
9175,07/24/16 05:25:44 PM,15.253,
9176,07/24/16 05:28:44 PM,15.448,
9177,07/24/16 05:31:44 PM,15.311,
9178,07/24/16 05:34:44 PM,15.140,
9179,07/24/16 05:37:44 PM,15.199,
9180,07/24/16 05:40:44 PM,15.165,
9181,07/24/16 05:43:44 PM,15.209,
9182,07/24/16 05:46:44 PM,15.199,
9183,07/24/16 05:49:44 PM,15.297,
9184,07/24/16 05:52:44 PM,15.326,
9185,07/24/16 05:55:44 PM,15.214,
9186,07/24/16 05:58:44 PM,15.219,
9187,07/24/16 06:01:44 PM,0.029,
9188,07/24/16 06:04:44 PM,0.029,
9189,07/24/16 06:07:44 PM,15.653,
9190,07/24/16 06:10:44 PM,15.082,
9191,07/24/16 06:13:44 PM,15.062,
9192,07/24/16 06:16:44 PM,14.969,
9193,07/24/16 06:19:44 PM,15.116,
9194,07/24/16 06:22:44 PM,14.906,
9195,07/24/16 06:25:44 PM,14.818,
9196,07/24/16 06:28:44 PM,14.833,
9197,07/24/16 06:31:44 PM,14.759,
9198,07/24/16 06:34:44 PM,14.681,
9199,07/24/16 06:37:44 PM,14.569,
9200,07/24/16 06:40:44 PM,14.481,
9201,07/24/16 06:43:44 PM,14.496,
9202,07/24/16 06:46:44 PM,14.481,
9203,07/24/16 06:49:44 PM,14.398,
9204,07/24/16 06:52:44 PM,14.413,
9205,07/24/16 06:55:44 PM,14.359,
9206,07/24/16 06:58:44 PM,14.198,
9207,07/24/16 07:01:44 PM,14.291,
9208,07/24/16 07:04:44 PM,14.208,
9209,07/24/16 07:07:44 PM,14.134,
9210,07/24/16 07:10:44 PM,14.164,
9211,07/24/16 07:13:44 PM,14.100,
9212,07/24/16 07:16:44 PM,13.998,
9213,07/24/16 07:19:44 PM,0.034,
9214,07/24/16 07:22:44 PM,0.034,
9215,07/24/16 07:25:44 PM,13.929,
9216,07/24/16 07:28:44 PM,13.934,
9217,07/24/16 07:31:44 PM,13.915,
9218,07/24/16 07:34:44 PM,13.924,
9219,07/24/16 07:37:44 PM,13.753,
9220,07/24/16 07:40:44 PM,13.768,
9221,07/24/16 07:43:44 PM,13.744,
9222,07/24/16 07:46:44 PM,0.039,
9223,07/24/16 07:49:44 PM,0.039,
9224,07/24/16 07:52:44 PM,0.039,
9225,07/24/16 07:55:44 PM,0.039,
9226,07/24/16 07:58:44 PM,13.856,
9227,07/24/16 08:01:44 PM,13.729,
9228,07/24/16 08:04:44 PM,13.612,
9229,07/24/16 08:07:44 PM,13.670,
9230,07/24/16 08:10:44 PM,13.631,
9231,07/24/16 08:13:44 PM,0.039,
9232,07/24/16 08:16:44 PM,0.039,
9233,07/24/16 08:19:44 PM,0.039,
9234,07/24/16 08:22:44 PM,0.039,
9235,07/24/16 08:25:44 PM,13.543,
9236,07/24/16 08:28:44 PM,13.441,
9237,07/24/16 08:31:44 PM,13.485,
9238,07/24/16 08:34:44 PM,13.455,
9239,07/24/16 08:37:44 PM,0.044,
9240,07/24/16 08:40:44 PM,0.039,
9241,07/24/16 08:43:44 PM,0.039,
9242,07/24/16 08:46:44 PM,0.044,
9243,07/24/16 08:49:44 PM,13.280,
9244,07/24/16 08:52:44 PM,13.236,
9245,07/24/16 08:55:44 PM,13.187,
9246,07/24/16 08:58:44 PM,13.153,
9247,07/24/16 09:01:44 PM,0.054,
9248,07/24/16 09:04:44 PM,0.044,
9249,07/24/16 09:07:44 PM,0.044,
9250,07/24/16 09:10:44 PM,0.044,
9251,07/24/16 09:13:44 PM,0.044,
9252,07/24/16 09:16:44 PM,0.044,
9253,07/24/16 09:19:44 PM,0.044,
9254,07/24/16 09:22:44 PM,0.044,
9255,07/24/16 09:25:44 PM,0.044,
9256,07/24/16 09:28:44 PM,0.044,
9257,07/24/16 09:31:44 PM,0.044,
9258,07/24/16 09:34:44 PM,0.044,
9259,07/24/16 09:37:44 PM,0.044,
9260,07/24/16 09:40:44 PM,0.044,
9261,07/24/16 09:43:44 PM,0.044,
9262,07/24/16 09:46:44 PM,0.044,
9263,07/24/16 09:49:44 PM,0.044,
9264,07/24/16 09:52:44 PM,0.044,
9265,07/24/16 09:55:44 PM,0.044,
9266,07/24/16 09:58:44 PM,0.044,
9267,07/24/16 10:01:44 PM,0.049,
9268,07/24/16 10:04:44 PM,0.049,
9269,07/24/16 10:07:44 PM,0.049,
9270,07/24/16 10:10:44 PM,0.049,
9271,07/24/16 10:13:44 PM,0.049,
9272,07/24/16 10:16:44 PM,0.049,
9273,07/24/16 10:19:44 PM,0.049,
9274,07/24/16 10:22:44 PM,0.049,
9275,07/24/16 10:25:44 PM,0.049,
9276,07/24/16 10:28:44 PM,0.049,
9277,07/24/16 10:31:44 PM,0.049,
9278,07/24/16 10:34:44 PM,0.049,
9279,07/24/16 10:37:44 PM,0.049,
9280,07/24/16 10:40:44 PM,0.049,
9281,07/24/16 10:43:44 PM,0.049,
9282,07/24/16 10:46:44 PM,0.049,
9283,07/24/16 10:49:44 PM,0.054,
9284,07/24/16 10:52:44 PM,0.054,
9285,07/24/16 10:55:44 PM,0.049,
9286,07/24/16 10:58:44 PM,0.054,
9287,07/24/16 11:01:44 PM,0.054,
9288,07/24/16 11:04:44 PM,0.054,
9289,07/24/16 11:07:44 PM,0.054,
9290,07/24/16 11:10:44 PM,0.054,
9291,07/24/16 11:13:44 PM,0.054,
9292,07/24/16 11:16:44 PM,0.054,
9293,07/24/16 11:19:44 PM,0.054,
9294,07/24/16 11:22:44 PM,0.054,
9295,07/24/16 11:25:44 PM,0.054,
9296,07/24/16 11:28:44 PM,0.054,
9297,07/24/16 11:31:44 PM,0.054,
9298,07/24/16 11:34:44 PM,0.054,
9299,07/24/16 11:37:44 PM,11.639,
9300,07/24/16 11:40:44 PM,11.585,
9301,07/24/16 11:43:44 PM,0.054,
9302,07/24/16 11:46:44 PM,0.054,
9303,07/24/16 11:49:44 PM,0.054,
9304,07/24/16 11:52:44 PM,0.054,
9305,07/24/16 11:55:44 PM,0.054,
9306,07/24/16 11:58:44 PM,0.054,
9307,07/25/16 12:01:44 AM,0.054,
9308,07/25/16 12:04:44 AM,0.054,
9309,07/25/16 12:07:44 AM,0.054,
9310,07/25/16 12:10:44 AM,0.054,
9311,07/25/16 12:13:44 AM,0.054,
9312,07/25/16 12:16:44 AM,0.054,
9313,07/25/16 12:19:44 AM,0.054,
9314,07/25/16 12:22:44 AM,0.054,
9315,07/25/16 12:25:44 AM,0.054,
9316,07/25/16 12:28:44 AM,0.054,
9317,07/25/16 12:31:44 AM,0.054,
9318,07/25/16 12:34:44 AM,0.054,
9319,07/25/16 12:37:44 AM,0.054,
9320,07/25/16 12:40:44 AM,0.054,
9321,07/25/16 12:43:44 AM,0.054,
9322,07/25/16 12:46:44 AM,0.054,
9323,07/25/16 12:49:44 AM,0.054,
9324,07/25/16 12:52:44 AM,0.054,
9325,07/25/16 12:55:44 AM,0.054,
9326,07/25/16 12:58:44 AM,0.054,
9327,07/25/16 01:01:44 AM,11.678,
9328,07/25/16 01:04:44 AM,11.604,
9329,07/25/16 01:07:44 AM,0.054,
9330,07/25/16 01:10:44 AM,0.054,
9331,07/25/16 01:13:44 AM,0.054,
9332,07/25/16 01:16:44 AM,0.054,
9333,07/25/16 01:19:44 AM,0.054,
9334,07/25/16 01:22:44 AM,0.054,
9335,07/25/16 01:25:44 AM,0.054,
9336,07/25/16 01:28:44 AM,0.054,
9337,07/25/16 01:31:44 AM,0.054,
9338,07/25/16 01:34:44 AM,0.054,
9339,07/25/16 01:37:44 AM,0.054,
9340,07/25/16 01:40:44 AM,0.054,
9341,07/25/16 01:43:44 AM,0.054,
9342,07/25/16 01:46:44 AM,0.054,
9343,07/25/16 01:49:44 AM,0.054,
9344,07/25/16 01:52:44 AM,0.054,
9345,07/25/16 01:55:44 AM,0.054,
9346,07/25/16 01:58:44 AM,0.054,
9347,07/25/16 02:01:44 AM,0.054,
9348,07/25/16 02:04:44 AM,0.054,
9349,07/25/16 02:07:44 AM,0.054,
9350,07/25/16 02:10:44 AM,0.054,
9351,07/25/16 02:13:44 AM,0.054,
9352,07/25/16 02:16:44 AM,0.054,
9353,07/25/16 02:19:44 AM,0.054,
9354,07/25/16 02:22:44 AM,0.054,
9355,07/25/16 02:25:44 AM,11.443,
9356,07/25/16 02:28:44 AM,11.429,
9357,07/25/16 02:31:44 AM,0.059,
9358,07/25/16 02:34:44 AM,0.054,
9359,07/25/16 02:37:44 AM,0.054,
9360,07/25/16 02:40:44 AM,0.054,
9361,07/25/16 02:43:44 AM,0.054,
9362,07/25/16 02:46:44 AM,0.054,
9363,07/25/16 02:49:44 AM,0.054,
9364,07/25/16 02:52:44 AM,0.054,
9365,07/25/16 02:55:44 AM,0.054,
9366,07/25/16 02:58:44 AM,0.054,
9367,07/25/16 03:01:44 AM,0.054,
9368,07/25/16 03:04:44 AM,0.054,
9369,07/25/16 03:07:44 AM,0.054,
9370,07/25/16 03:10:44 AM,0.054,
9371,07/25/16 03:13:44 AM,0.054,
9372,07/25/16 03:16:44 AM,0.054,
9373,07/25/16 03:19:44 AM,0.054,
9374,07/25/16 03:22:44 AM,0.054,
9375,07/25/16 03:25:44 AM,0.054,
9376,07/25/16 03:28:44 AM,0.054,
9377,07/25/16 03:31:44 AM,0.054,
9378,07/25/16 03:34:44 AM,0.054,
9379,07/25/16 03:37:44 AM,0.054,
9380,07/25/16 03:40:44 AM,0.054,
9381,07/25/16 03:43:44 AM,0.054,
9382,07/25/16 03:46:44 AM,0.054,
9383,07/25/16 03:49:44 AM,11.228,
9384,07/25/16 03:52:44 AM,11.243,
9385,07/25/16 03:55:44 AM,0.059,
9386,07/25/16 03:58:44 AM,0.054,
9387,07/25/16 04:01:44 AM,0.054,
9388,07/25/16 04:04:44 AM,0.054,
9389,07/25/16 04:07:44 AM,0.054,
9390,07/25/16 04:10:44 AM,0.054,
9391,07/25/16 04:13:44 AM,0.054,
9392,07/25/16 04:16:44 AM,0.054,
9393,07/25/16 04:19:44 AM,0.054,
9394,07/25/16 04:22:44 AM,0.054,
9395,07/25/16 04:25:44 AM,0.054,
9396,07/25/16 04:28:44 AM,0.054,
9397,07/25/16 04:31:44 AM,0.054,
9398,07/25/16 04:34:44 AM,0.054,
9399,07/25/16 04:37:44 AM,0.054,
9400,07/25/16 04:40:44 AM,0.054,
9401,07/25/16 04:43:44 AM,0.054,
9402,07/25/16 04:46:44 AM,0.054,
9403,07/25/16 04:49:44 AM,0.054,
9404,07/25/16 04:52:44 AM,0.054,
9405,07/25/16 04:55:44 AM,0.054,
9406,07/25/16 04:58:44 AM,0.054,
9407,07/25/16 05:01:44 AM,0.054,
9408,07/25/16 05:04:44 AM,0.054,
9409,07/25/16 05:07:44 AM,0.054,
9410,07/25/16 05:10:44 AM,0.059,
9411,07/25/16 05:13:44 AM,0.054,
9412,07/25/16 05:16:44 AM,0.054,
9413,07/25/16 05:19:44 AM,0.059,
9414,07/25/16 05:22:44 AM,0.059,
9415,07/25/16 05:25:44 AM,0.054,
9416,07/25/16 05:28:44 AM,0.059,
9417,07/25/16 05:31:44 AM,0.054,
9418,07/25/16 05:34:44 AM,0.054,
9419,07/25/16 05:37:44 AM,0.054,
9420,07/25/16 05:40:44 AM,0.054,
9421,07/25/16 05:43:44 AM,0.054,
9422,07/25/16 05:46:44 AM,0.054,
9423,07/25/16 05:49:44 AM,0.059,
9424,07/25/16 05:52:44 AM,0.054,
9425,07/25/16 05:55:44 AM,0.054,
9426,07/25/16 05:58:44 AM,0.059,
9427,07/25/16 06:01:44 AM,0.054,
9428,07/25/16 06:04:44 AM,0.059,
9429,07/25/16 06:07:44 AM,0.059,
9430,07/25/16 06:10:44 AM,0.054,
9431,07/25/16 06:13:44 AM,0.054,
9432,07/25/16 06:16:44 AM,0.054,
9433,07/25/16 06:19:44 AM,0.059,
9434,07/25/16 06:22:44 AM,0.054,
9435,07/25/16 06:25:44 AM,0.059,
9436,07/25/16 06:28:44 AM,0.059,
9437,07/25/16 06:31:44 AM,0.054,
9438,07/25/16 06:34:44 AM,0.059,
9439,07/25/16 06:37:44 AM,0.054,
9440,07/25/16 06:40:44 AM,0.059,
9441,07/25/16 06:43:44 AM,0.054,
9442,07/25/16 06:46:44 AM,0.059,
9443,07/25/16 06:49:44 AM,0.054,
9444,07/25/16 06:52:44 AM,0.059,
9445,07/25/16 06:55:44 AM,0.059,
9446,07/25/16 06:58:44 AM,0.054,
9447,07/25/16 07:01:44 AM,0.054,
9448,07/25/16 07:04:44 AM,0.054,
9449,07/25/16 07:07:44 AM,0.059,
9450,07/25/16 07:10:44 AM,0.054,
9451,07/25/16 07:13:44 AM,0.054,
9452,07/25/16 07:16:44 AM,0.059,
9453,07/25/16 07:19:44 AM,0.059,
9454,07/25/16 07:22:44 AM,0.059,
9455,07/25/16 07:25:44 AM,0.054,
9456,07/25/16 07:28:44 AM,0.059,
9457,07/25/16 07:31:44 AM,0.059,
9458,07/25/16 07:34:44 AM,0.059,
9459,07/25/16 07:37:44 AM,0.059,
9460,07/25/16 07:40:44 AM,0.059,
9461,07/25/16 07:43:44 AM,0.059,
9462,07/25/16 07:46:44 AM,0.059,
9463,07/25/16 07:49:44 AM,0.059,
9464,07/25/16 07:52:44 AM,0.054,
9465,07/25/16 07:55:44 AM,0.063,
9466,07/25/16 07:58:44 AM,0.059,
9467,07/25/16 08:01:44 AM,0.059,
9468,07/25/16 08:04:44 AM,0.059,
9469,07/25/16 08:07:44 AM,0.059,
9470,07/25/16 08:10:44 AM,11.419,
9471,07/25/16 08:13:44 AM,11.409,
9472,07/25/16 08:16:44 AM,11.497,
9473,07/25/16 08:19:44 AM,0.059,
9474,07/25/16 08:22:44 AM,0.059,
9475,07/25/16 08:25:44 AM,0.059,
9476,07/25/16 08:28:44 AM,0.054,
9477,07/25/16 08:31:44 AM,0.054,
9478,07/25/16 08:34:44 AM,0.054,
9479,07/25/16 08:37:44 AM,0.054,
9480,07/25/16 08:40:44 AM,0.054,
9481,07/25/16 08:43:44 AM,0.054,
9482,07/25/16 08:46:44 AM,0.054,
9483,07/25/16 08:49:44 AM,0.054,
9484,07/25/16 08:52:44 AM,0.054,
9485,07/25/16 08:55:44 AM,0.054,
9486,07/25/16 08:58:44 AM,0.054,
9487,07/25/16 09:01:44 AM,0.054,
9488,07/25/16 09:04:44 AM,11.849,
9489,07/25/16 09:07:44 AM,11.814,
9490,07/25/16 09:10:44 AM,0.059,
9491,07/25/16 09:13:44 AM,0.054,
9492,07/25/16 09:16:44 AM,0.054,
9493,07/25/16 09:19:44 AM,0.054,
9494,07/25/16 09:22:44 AM,0.054,
9495,07/25/16 09:25:44 AM,0.054,
9496,07/25/16 09:28:44 AM,0.054,
9497,07/25/16 09:31:44 AM,0.054,
9498,07/25/16 09:34:44 AM,0.054,
9499,07/25/16 09:37:44 AM,0.054,
9500,07/25/16 09:40:44 AM,12.054,
9501,07/25/16 09:43:44 AM,12.020,
9502,07/25/16 09:46:44 AM,0.054,
9503,07/25/16 09:49:44 AM,0.054,
9504,07/25/16 09:52:44 AM,0.054,
9505,07/25/16 09:55:44 AM,0.054,
9506,07/25/16 09:58:44 AM,0.054,
9507,07/25/16 10:01:44 AM,0.054,
9508,07/25/16 10:04:44 AM,0.054,
9509,07/25/16 10:07:44 AM,0.049,
9510,07/25/16 10:10:44 AM,0.054,
9511,07/25/16 10:13:44 AM,0.054,
9512,07/25/16 10:16:44 AM,0.049,
9513,07/25/16 10:19:44 AM,0.054,
9514,07/25/16 10:22:44 AM,0.054,
9515,07/25/16 10:25:44 AM,12.205,
9516,07/25/16 10:28:44 AM,12.225,
9517,07/25/16 10:31:44 AM,0.054,
9518,07/25/16 10:34:44 AM,0.049,
9519,07/25/16 10:37:44 AM,0.054,
9520,07/25/16 10:40:44 AM,0.049,
9521,07/25/16 10:43:44 AM,0.049,
9522,07/25/16 10:46:44 AM,0.049,
9523,07/25/16 10:49:44 AM,0.049,
9524,07/25/16 10:52:44 AM,0.049,
9525,07/25/16 10:55:44 AM,0.049,
9526,07/25/16 10:58:44 AM,0.049,
9527,07/25/16 11:01:44 AM,0.049,
