Plot Title: 9730047			
#	"Date Time, GMT-07:00"	"AC Curr, Amps (LGR S/N: 9730047, SEN S/N: 9730047)"	End Of File (LGR S/N: 9730047)
7943	7/23/2016 0:26	0.01	0
7944	7/23/2016 0:29	0.01	0
7945	7/23/2016 0:32	0.01	0
7946	7/23/2016 0:35	0.01	0
7947	7/23/2016 0:38	0.01	0
7948	7/23/2016 0:41	0.01	0
7949	7/23/2016 0:44	0.01	0
7950	7/23/2016 0:47	0.01	0
7951	7/23/2016 0:50	0.01	0
7952	7/23/2016 0:53	0.01	0
7953	7/23/2016 0:56	0.01	0
7954	7/23/2016 0:59	0.01	0
7955	7/23/2016 1:02	0.01	0
7956	7/23/2016 1:05	0.01	0
7957	7/23/2016 1:08	0.01	0
7958	7/23/2016 1:11	0.01	0
7959	7/23/2016 1:14	0.01	0
7960	7/23/2016 1:17	0.01	0
7961	7/23/2016 1:20	0.01	0
7962	7/23/2016 1:23	0.01	0
7963	7/23/2016 1:26	0.01	0
7964	7/23/2016 1:29	0.01	0
7965	7/23/2016 1:32	0.01	0
7966	7/23/2016 1:35	0.01	0
7967	7/23/2016 1:38	0.01	0
7968	7/23/2016 1:41	0.01	0
7969	7/23/2016 1:44	0.01	0
7970	7/23/2016 1:47	0.01	0
7971	7/23/2016 1:50	0.01	0
7972	7/23/2016 1:53	0.01	0
7973	7/23/2016 1:56	0.01	0
7974	7/23/2016 1:59	0.01	0
7975	7/23/2016 2:02	0.01	0
7976	7/23/2016 2:05	0.01	0
7977	7/23/2016 2:08	0.01	0
7978	7/23/2016 2:11	0.01	0
7979	7/23/2016 2:14	0.01	0
7980	7/23/2016 2:17	0.01	0
7981	7/23/2016 2:20	0.01	0
7982	7/23/2016 2:23	0.01	0
7983	7/23/2016 2:26	0.01	0
7984	7/23/2016 2:29	0.01	0
7985	7/23/2016 2:32	0.01	0
7986	7/23/2016 2:35	0.01	0
7987	7/23/2016 2:38	0.01	0
7988	7/23/2016 2:41	0.01	0
7989	7/23/2016 2:44	0.01	0
7990	7/23/2016 2:47	0.01	0
7991	7/23/2016 2:50	0.01	0
7992	7/23/2016 2:53	0.01	0
7993	7/23/2016 2:56	0.01	0
7994	7/23/2016 2:59	0.01	0
7995	7/23/2016 3:02	0.01	0
7996	7/23/2016 3:05	0.01	0
7997	7/23/2016 3:08	0.01	0
7998	7/23/2016 3:11	0.01	0
7999	7/23/2016 3:14	0.01	0
8000	7/23/2016 3:17	0.01	0
8001	7/23/2016 3:20	0.01	0
8002	7/23/2016 3:23	0.01	0
8003	7/23/2016 3:26	0.01	0
8004	7/23/2016 3:29	0.01	0
8005	7/23/2016 3:32	0.01	0
8006	7/23/2016 3:35	0.01	0
8007	7/23/2016 3:38	0.01	0
8008	7/23/2016 3:41	0.01	0
8009	7/23/2016 3:44	0.01	0
8010	7/23/2016 3:47	0.01	0
8011	7/23/2016 3:50	0.01	0
8012	7/23/2016 3:53	0.01	0
8013	7/23/2016 3:56	0.01	0
8014	7/23/2016 3:59	0.01	0
8015	7/23/2016 4:02	0.01	0
8016	7/23/2016 4:05	0.01	0
8017	7/23/2016 4:08	0.01	0
8018	7/23/2016 4:11	0.01	0
8019	7/23/2016 4:14	0.01	0
8020	7/23/2016 4:17	0.01	0
8021	7/23/2016 4:20	0.01	0
8022	7/23/2016 4:23	0.01	0
8023	7/23/2016 4:26	0.01	0
8024	7/23/2016 4:29	0.01	0
8025	7/23/2016 4:32	0.01	0
8026	7/23/2016 4:35	0.01	0
8027	7/23/2016 4:38	0.01	0
8028	7/23/2016 4:41	0.01	0
8029	7/23/2016 4:44	0.01	0
8030	7/23/2016 4:47	0.01	0
8031	7/23/2016 4:50	0.01	0
8032	7/23/2016 4:53	0.01	0
8033	7/23/2016 4:56	0.01	0
8034	7/23/2016 4:59	0.01	0
8035	7/23/2016 5:02	0.01	0
8036	7/23/2016 5:05	0.01	0
8037	7/23/2016 5:08	0.01	0
8038	7/23/2016 5:11	0.01	0
8039	7/23/2016 5:14	0.01	0
8040	7/23/2016 5:17	0.01	0
8041	7/23/2016 5:20	0.01	0
8042	7/23/2016 5:23	0.01	0
8043	7/23/2016 5:26	0.01	0
8044	7/23/2016 5:29	0.01	0
8045	7/23/2016 5:32	0.01	0
8046	7/23/2016 5:35	0.01	0
8047	7/23/2016 5:38	0.01	0
8048	7/23/2016 5:41	0.01	0
8049	7/23/2016 5:44	0.01	0
8050	7/23/2016 5:47	0.01	0
8051	7/23/2016 5:50	0.01	0
8052	7/23/2016 5:53	0.01	0
8053	7/23/2016 5:56	0.01	0
8054	7/23/2016 5:59	0.01	0
8055	7/23/2016 6:02	0.01	0
8056	7/23/2016 6:05	0.01	0
8057	7/23/2016 6:08	0.01	0
8058	7/23/2016 6:11	0.01	0
8059	7/23/2016 6:14	0.01	0
8060	7/23/2016 6:17	0.01	0
8061	7/23/2016 6:20	0.01	0
8062	7/23/2016 6:23	0.01	0
8063	7/23/2016 6:26	0.01	0
8064	7/23/2016 6:29	0.01	0
8065	7/23/2016 6:32	0.01	0
8066	7/23/2016 6:35	0.01	0
8067	7/23/2016 6:38	0.01	0
8068	7/23/2016 6:41	0.01	0
8069	7/23/2016 6:44	0.01	0
8070	7/23/2016 6:47	0.01	0
8071	7/23/2016 6:50	0.01	0
8072	7/23/2016 6:53	0.01	0
8073	7/23/2016 6:56	0.01	0
8074	7/23/2016 6:59	0.01	0
8075	7/23/2016 7:02	0.01	0
8076	7/23/2016 7:05	0.01	0
8077	7/23/2016 7:08	0.01	0
8078	7/23/2016 7:11	0.01	0
8079	7/23/2016 7:14	0.01	0
8080	7/23/2016 7:17	0.01	0
8081	7/23/2016 7:20	0.01	0
8082	7/23/2016 7:23	0.01	0
8083	7/23/2016 7:26	0.01	0
8084	7/23/2016 7:29	0.01	0
8085	7/23/2016 7:32	0.01	0
8086	7/23/2016 7:35	0.01	0
8087	7/23/2016 7:38	0.01	0
8088	7/23/2016 7:41	0.01	0
8089	7/23/2016 7:44	0.01	0
8090	7/23/2016 7:47	0.01	0
8091	7/23/2016 7:50	0.01	0
8092	7/23/2016 7:53	0.01	0
8093	7/23/2016 7:56	0.01	0
8094	7/23/2016 7:59	0.01	0
8095	7/23/2016 8:02	0.01	0
8096	7/23/2016 8:05	0.01	0
8097	7/23/2016 8:08	0.01	0
8098	7/23/2016 8:11	0.01	0
8099	7/23/2016 8:14	0.01	0
8100	7/23/2016 8:17	0.01	0
8101	7/23/2016 8:20	0.01	0
8102	7/23/2016 8:23	0.01	0
8103	7/23/2016 8:26	0.01	0
8104	7/23/2016 8:29	0.01	0
8105	7/23/2016 8:32	0.01	0
8106	7/23/2016 8:35	0.01	0
8107	7/23/2016 8:38	0.01	0
8108	7/23/2016 8:41	0.01	0
8109	7/23/2016 8:44	0.01	0
8110	7/23/2016 8:47	0.01	0
8111	7/23/2016 8:50	0.01	0
8112	7/23/2016 8:53	0.01	0
8113	7/23/2016 8:56	0.01	0
8114	7/23/2016 8:59	0.01	0
8115	7/23/2016 9:02	0.01	0
8116	7/23/2016 9:05	0.01	0
8117	7/23/2016 9:08	0.01	0
8118	7/23/2016 9:11	0.01	0
8119	7/23/2016 9:14	0.01	0
8120	7/23/2016 9:17	0.01	0
8121	7/23/2016 9:20	0.01	0
8122	7/23/2016 9:23	0.01	0
8123	7/23/2016 9:26	0.01	0
8124	7/23/2016 9:29	0.01	0
8125	7/23/2016 9:32	0.01	0
8126	7/23/2016 9:35	0.01	0
8127	7/23/2016 9:38	0.01	0
8128	7/23/2016 9:41	0.01	0
8129	7/23/2016 9:44	0.01	0
8130	7/23/2016 9:47	0.01	0
8131	7/23/2016 9:50	0.01	0
8132	7/23/2016 9:53	0.01	0
8133	7/23/2016 9:56	0.01	0
8134	7/23/2016 9:59	0.01	0
8135	7/23/2016 10:02	0.01	0
8136	7/23/2016 10:05	0.01	0
8137	7/23/2016 10:08	0.01	0
8138	7/23/2016 10:11	0.01	0
8139	7/23/2016 10:14	0.01	0
8140	7/23/2016 10:17	0.01	0
8141	7/23/2016 10:20	0.01	0
8142	7/23/2016 10:23	0.01	0
8143	7/23/2016 10:26	0.01	0
8144	7/23/2016 10:29	0.01	0
8145	7/23/2016 10:32	0.01	0
8146	7/23/2016 10:35	0.01	0
8147	7/23/2016 10:38	0.01	0
8148	7/23/2016 10:41	0.01	0
8149	7/23/2016 10:44	0.01	0
8150	7/23/2016 10:47	0.01	0
8151	7/23/2016 10:50	0.01	0
8152	7/23/2016 10:53	0.01	0
8153	7/23/2016 10:56	0.01	0
8154	7/23/2016 10:59	0.01	0
8155	7/23/2016 11:02	0.01	0
8156	7/23/2016 11:05	0.01	0
8157	7/23/2016 11:08	0.01	0
8158	7/23/2016 11:11	0.01	0
8159	7/23/2016 11:14	0.01	0
8160	7/23/2016 11:17	0.01	0
8161	7/23/2016 11:20	0.01	0
8162	7/23/2016 11:23	0.01	0
8163	7/23/2016 11:26	0.01	0
8164	7/23/2016 11:29	0.01	0
8165	7/23/2016 11:32	0.01	0
8166	7/23/2016 11:35	0.01	0
8167	7/23/2016 11:38	0.01	0
8168	7/23/2016 11:41	0.01	0
8169	7/23/2016 11:44	0.01	0
8170	7/23/2016 11:47	0.01	0
8171	7/23/2016 11:50	0.01	0
8172	7/23/2016 11:53	0.01	0
8173	7/23/2016 11:56	0.01	0
8174	7/23/2016 11:59	0.01	0
8175	7/23/2016 12:02	0.01	0
8176	7/23/2016 12:05	0.01	0
8177	7/23/2016 12:08	0.01	0
8178	7/23/2016 12:11	0.01	0
8179	7/23/2016 12:14	0.01	0
8180	7/23/2016 12:17	0.01	0
8181	7/23/2016 12:20	0.01	0
8182	7/23/2016 12:23	0.01	0
8183	7/23/2016 12:26	0.01	0
8184	7/23/2016 12:29	0.01	0
8185	7/23/2016 12:32	0.01	0
8186	7/23/2016 12:35	0.01	0
8187	7/23/2016 12:38	0.01	0
8188	7/23/2016 12:41	0.01	0
8189	7/23/2016 12:44	0.01	0
8190	7/23/2016 12:47	0.01	0
8191	7/23/2016 12:50	0.01	0
8192	7/23/2016 12:53	0.01	0
8193	7/23/2016 12:56	0.01	0
8194	7/23/2016 12:59	0.01	0
8195	7/23/2016 13:02	0.01	0
8196	7/23/2016 13:05	0.01	0
8197	7/23/2016 13:08	0.01	0
8198	7/23/2016 13:11	0.01	0
8199	7/23/2016 13:14	0.01	0
8200	7/23/2016 13:17	0.01	0
8201	7/23/2016 13:20	12.239	1.32
8202	7/23/2016 13:23	12.132	1.32
8203	7/23/2016 13:26	12.054	1.32
8204	7/23/2016 13:29	12.122	1.32
8205	7/23/2016 13:32	0.029	0
8206	7/23/2016 13:35	0.01	0
8207	7/23/2016 13:38	0.01	0
8208	7/23/2016 13:41	0.01	0
8209	7/23/2016 13:44	11.458	1.32
8210	7/23/2016 13:47	12.435	1.32
8211	7/23/2016 13:50	12.425	1.32
8212	7/23/2016 13:53	12.523	1.32
8213	7/23/2016 13:56	0.029	0
8214	7/23/2016 13:59	0.01	0
8215	7/23/2016 14:02	0.01	0
8216	7/23/2016 14:05	0.01	0
8217	7/23/2016 14:08	11.609	1.32
8218	7/23/2016 14:11	12.474	1.32
8219	7/23/2016 14:14	12.498	1.32
8220	7/23/2016 14:17	12.571	1.32
8221	7/23/2016 14:20	0.029	0
8222	7/23/2016 14:23	0.01	0
8223	7/23/2016 14:26	0.01	0
8224	7/23/2016 14:29	0.01	0
8225	7/23/2016 14:32	12.933	1.32
8226	7/23/2016 14:35	12.557	1.32
8227	7/23/2016 14:38	12.537	1.32
8228	7/23/2016 14:41	12.537	1.32
8229	7/23/2016 14:44	12.586	1.32
8230	7/23/2016 14:47	0.01	0
8231	7/23/2016 14:50	0.01	0
8232	7/23/2016 14:53	0.01	0
8233	7/23/2016 14:56	11.687	1.32
8234	7/23/2016 14:59	12.562	1.32
8235	7/23/2016 15:02	12.684	1.32
8236	7/23/2016 15:05	12.933	1.32
8237	7/23/2016 15:08	12.713	1.32
8238	7/23/2016 15:11	0.01	0
8239	7/23/2016 15:14	0.01	0
8240	7/23/2016 15:17	0.01	0
8241	7/23/2016 15:20	0.01	0
8242	7/23/2016 15:23	12.952	1.32
8243	7/23/2016 15:26	13.109	1.32
8244	7/23/2016 15:29	12.752	1.32
8245	7/23/2016 15:32	12.85	1.32
8246	7/23/2016 15:35	13.143	1.32
8247	7/23/2016 15:38	0.029	0
8248	7/23/2016 15:41	0.01	0
8249	7/23/2016 15:44	0.01	0
8250	7/23/2016 15:47	0.01	0
8251	7/23/2016 15:50	13.328	1.32
8252	7/23/2016 15:53	13.011	1.32
8253	7/23/2016 15:56	13.001	1.32
8254	7/23/2016 15:59	12.996	1.32
8255	7/23/2016 16:02	0.029	0
8256	7/23/2016 16:05	0.01	0
8257	7/23/2016 16:08	0.01	0
8258	7/23/2016 16:11	0.01	0
8259	7/23/2016 16:14	13.045	1.32
8260	7/23/2016 16:17	12.825	1.32
8261	7/23/2016 16:20	12.933	1.32
8262	7/23/2016 16:23	12.982	1.32
8263	7/23/2016 16:26	12.967	1.32
8264	7/23/2016 16:29	0.01	0
8265	7/23/2016 16:32	0.01	0
8266	7/23/2016 16:35	0.01	0
8267	7/23/2016 16:38	11.893	1.32
8268	7/23/2016 16:41	12.664	1.32
8269	7/23/2016 16:44	12.747	1.32
8270	7/23/2016 16:47	12.786	1.32
8271	7/23/2016 16:50	12.855	1.32
8272	7/23/2016 16:53	12.821	1.32
8273	7/23/2016 16:56	0.01	0
8274	7/23/2016 16:59	0.01	0
8275	7/23/2016 17:02	0.01	0
8276	7/23/2016 17:05	11.961	1.32
8277	7/23/2016 17:08	12.816	1.32
8278	7/23/2016 17:11	12.777	1.32
8279	7/23/2016 17:14	13.089	1.32
8280	7/23/2016 17:17	12.801	1.32
8281	7/23/2016 17:20	12.791	1.32
8282	7/23/2016 17:23	13.016	1.32
8283	7/23/2016 17:26	13.021	1.32
8284	7/23/2016 17:29	13.016	1.32
8285	7/23/2016 17:32	13.05	1.32
8286	7/23/2016 17:35	12.855	1.32
8287	7/23/2016 17:38	0.01	0
8288	7/23/2016 17:41	0.01	0
8289	7/23/2016 17:44	0.01	0
8290	7/23/2016 17:47	13.201	1.32
8291	7/23/2016 17:50	12.864	1.32
8292	7/23/2016 17:53	12.664	1.32
8293	7/23/2016 17:56	12.913	1.32
8294	7/23/2016 17:59	12.84	1.32
8295	7/23/2016 18:02	12.757	1.32
8296	7/23/2016 18:05	12.733	1.32
8297	7/23/2016 18:08	0.029	0
8298	7/23/2016 18:11	0.01	0
8299	7/23/2016 18:14	0.01	0
8300	7/23/2016 18:17	0.01	0
8301	7/23/2016 18:20	12.767	1.32
8302	7/23/2016 18:23	12.625	1.32
8303	7/23/2016 18:26	12.44	1.32
8304	7/23/2016 18:29	12.469	1.32
8305	7/23/2016 18:32	12.479	1.32
8306	7/23/2016 18:35	12.527	1.32
8307	7/23/2016 18:38	12.357	1.32
8308	7/23/2016 18:41	0.01	0
8309	7/23/2016 18:44	0.01	0
8310	7/23/2016 18:47	0.01	0
8311	7/23/2016 18:50	11.468	1.32
8312	7/23/2016 18:53	12.234	1.32
8313	7/23/2016 18:56	12.313	1.32
8314	7/23/2016 18:59	12.322	1.32
8315	7/23/2016 19:02	12.254	1.32
8316	7/23/2016 19:05	12.22	1.32
8317	7/23/2016 19:08	12.215	1.32
8318	7/23/2016 19:11	0.01	0
8319	7/23/2016 19:14	0.01	0
8320	7/23/2016 19:17	0.01	0
8321	7/23/2016 19:20	12.43	1.32
8322	7/23/2016 19:23	12.024	1.32
8323	7/23/2016 19:26	12.005	1.32
8324	7/23/2016 19:29	11.932	1.32
8325	7/23/2016 19:32	11.878	1.32
8326	7/23/2016 19:35	0.01	0
8327	7/23/2016 19:38	0.01	0
8328	7/23/2016 19:41	0.01	0
8329	7/23/2016 19:44	0.01	0
8330	7/23/2016 19:47	11.624	1.32
8331	7/23/2016 19:50	11.492	1.32
8332	7/23/2016 19:53	11.512	1.32
8333	7/23/2016 19:56	0.029	0
8334	7/23/2016 19:59	0.01	0
8335	7/23/2016 20:02	0.01	0
8336	7/23/2016 20:05	0.01	0
8337	7/23/2016 20:08	10.54	1.32
8338	7/23/2016 20:11	11.062	1.32
8339	7/23/2016 20:14	11.116	1.32
8340	7/23/2016 20:17	11.023	1.32
8341	7/23/2016 20:20	0.01	0
8342	7/23/2016 20:23	0.01	0
8343	7/23/2016 20:26	0.01	0
8344	7/23/2016 20:29	0.01	0
8345	7/23/2016 20:32	0.01	0
8346	7/23/2016 20:35	10.789	1.32
8347	7/23/2016 20:38	10.281	1.32
8348	7/23/2016 20:41	10.315	1.32
8349	7/23/2016 20:44	0.024	0
8350	7/23/2016 20:47	0.01	0
8351	7/23/2016 20:50	0.01	0
8352	7/23/2016 20:53	0.01	0
8353	7/23/2016 20:56	0.01	0
8354	7/23/2016 20:59	0.01	0
8355	7/23/2016 21:02	0.01	0
8356	7/23/2016 21:05	0.01	0
8357	7/23/2016 21:08	0.01	0
8358	7/23/2016 21:11	0.01	0
8359	7/23/2016 21:14	0.01	0
8360	7/23/2016 21:17	9.832	1.32
8361	7/23/2016 21:20	9.934	1.32
8362	7/23/2016 21:23	0.024	0
8363	7/23/2016 21:26	0.01	0
8364	7/23/2016 21:29	0.01	0
8365	7/23/2016 21:32	0.01	0
8366	7/23/2016 21:35	0.01	0
8367	7/23/2016 21:38	0.01	0
8368	7/23/2016 21:41	0.01	0
8369	7/23/2016 21:44	0.01	0
8370	7/23/2016 21:47	0.01	0
8371	7/23/2016 21:50	0.01	0
8372	7/23/2016 21:53	0.01	0
8373	7/23/2016 21:56	0.01	0
8374	7/23/2016 21:59	0.01	0
8375	7/23/2016 22:02	0.01	0
8376	7/23/2016 22:05	0.01	0
8377	7/23/2016 22:08	0.01	0
8378	7/23/2016 22:11	0.01	0
8379	7/23/2016 22:14	0.01	0
8380	7/23/2016 22:17	0.01	0
8381	7/23/2016 22:20	0.01	0
8382	7/23/2016 22:23	0.01	0
8383	7/23/2016 22:26	0.01	0
8384	7/23/2016 22:29	0.01	0
8385	7/23/2016 22:32	0.01	0
8386	7/23/2016 22:35	0.01	0
8387	7/23/2016 22:38	0.01	0
8388	7/23/2016 22:41	0.01	0
8389	7/23/2016 22:44	0.01	0
8390	7/23/2016 22:47	0.01	0
8391	7/23/2016 22:50	0.01	0
8392	7/23/2016 22:53	0.01	0
8393	7/23/2016 22:56	0.01	0
8394	7/23/2016 22:59	0.01	0
8395	7/23/2016 23:02	0.01	0
8396	7/23/2016 23:05	0.01	0
8397	7/23/2016 23:08	0.01	0
8398	7/23/2016 23:11	0.01	0
8399	7/23/2016 23:14	0.01	0
8400	7/23/2016 23:17	0.01	0
8401	7/23/2016 23:20	0.01	0
8402	7/23/2016 23:23	0.01	0
8403	7/23/2016 23:26	0.01	0
8404	7/23/2016 23:29	0.01	0
8405	7/23/2016 23:32	0.01	0
8406	7/23/2016 23:35	0.01	0
8407	7/23/2016 23:38	0.01	0
8408	7/23/2016 23:41	0.01	0
8409	7/23/2016 23:44	0.01	0
8410	7/23/2016 23:47	0.01	0
8411	7/23/2016 23:50	0.01	0
8412	7/23/2016 23:53	0.01	0
8413	7/23/2016 23:56	0.01	0
8414	7/23/2016 23:59	0.01	0
8415	7/24/2016 0:02	0.01	0
8416	7/24/2016 0:05	0.01	0
8417	7/24/2016 0:08	0.01	0
8418	7/24/2016 0:11	0.01	0
8419	7/24/2016 0:14	0.01	0
8420	7/24/2016 0:17	0.01	0
8421	7/24/2016 0:20	0.01	0
8422	7/24/2016 0:23	0.01	0
8423	7/24/2016 0:26	0.01	0
8424	7/24/2016 0:29	0.01	0
8425	7/24/2016 0:32	0.01	0
8426	7/24/2016 0:35	0.01	0
8427	7/24/2016 0:38	0.01	0
8428	7/24/2016 0:41	0.01	0
8429	7/24/2016 0:44	0.01	0
8430	7/24/2016 0:47	0.01	0
8431	7/24/2016 0:50	0.01	0
8432	7/24/2016 0:53	0.01	0
8433	7/24/2016 0:56	0.01	0
8434	7/24/2016 0:59	0.01	0
8435	7/24/2016 1:02	0.01	0
8436	7/24/2016 1:05	0.01	0
8437	7/24/2016 1:08	0.01	0
8438	7/24/2016 1:11	0.01	0
8439	7/24/2016 1:14	0.01	0
8440	7/24/2016 1:17	0.01	0
8441	7/24/2016 1:20	0.01	0
8442	7/24/2016 1:23	0.01	0
8443	7/24/2016 1:26	0.01	0
8444	7/24/2016 1:29	0.01	0
8445	7/24/2016 1:32	0.01	0
8446	7/24/2016 1:35	0.01	0
8447	7/24/2016 1:38	0.01	0
8448	7/24/2016 1:41	0.01	0
8449	7/24/2016 1:44	0.01	0
8450	7/24/2016 1:47	0.01	0
8451	7/24/2016 1:50	0.01	0
8452	7/24/2016 1:53	0.01	0
8453	7/24/2016 1:56	0.01	0
8454	7/24/2016 1:59	0.01	0
8455	7/24/2016 2:02	0.01	0
8456	7/24/2016 2:05	0.01	0
8457	7/24/2016 2:08	0.01	0
8458	7/24/2016 2:11	0.01	0
8459	7/24/2016 2:14	0.01	0
8460	7/24/2016 2:17	0.01	0
8461	7/24/2016 2:20	0.01	0
8462	7/24/2016 2:23	0.01	0
8463	7/24/2016 2:26	0.01	0
8464	7/24/2016 2:29	0.01	0
8465	7/24/2016 2:32	0.01	0
8466	7/24/2016 2:35	0.01	0
8467	7/24/2016 2:38	0.01	0
8468	7/24/2016 2:41	0.01	0
8469	7/24/2016 2:44	0.01	0
8470	7/24/2016 2:47	0.01	0
8471	7/24/2016 2:50	0.01	0
8472	7/24/2016 2:53	0.01	0
8473	7/24/2016 2:56	0.01	0
8474	7/24/2016 2:59	0.01	0
8475	7/24/2016 3:02	0.01	0
8476	7/24/2016 3:05	0.01	0
8477	7/24/2016 3:08	0.01	0
8478	7/24/2016 3:11	0.01	0
8479	7/24/2016 3:14	0.01	0
8480	7/24/2016 3:17	0.01	0
8481	7/24/2016 3:20	0.01	0
8482	7/24/2016 3:23	0.01	0
8483	7/24/2016 3:26	0.01	0
8484	7/24/2016 3:29	0.01	0
8485	7/24/2016 3:32	0.01	0
8486	7/24/2016 3:35	0.01	0
8487	7/24/2016 3:38	0.01	0
8488	7/24/2016 3:41	0.01	0
8489	7/24/2016 3:44	0.01	0
8490	7/24/2016 3:47	0.01	0
8491	7/24/2016 3:50	0.01	0
8492	7/24/2016 3:53	0.01	0
8493	7/24/2016 3:56	0.01	0
8494	7/24/2016 3:59	0.01	0
8495	7/24/2016 4:02	0.01	0
8496	7/24/2016 4:05	0.01	0
8497	7/24/2016 4:08	0.01	0
8498	7/24/2016 4:11	0.01	0
8499	7/24/2016 4:14	0.01	0
8500	7/24/2016 4:17	0.01	0
8501	7/24/2016 4:20	0.01	0
8502	7/24/2016 4:23	0.01	0
8503	7/24/2016 4:26	0.01	0
8504	7/24/2016 4:29	0.01	0
8505	7/24/2016 4:32	0.01	0
8506	7/24/2016 4:35	0.01	0
8507	7/24/2016 4:38	0.01	0
8508	7/24/2016 4:41	0.01	0
8509	7/24/2016 4:44	0.01	0
8510	7/24/2016 4:47	0.01	0
8511	7/24/2016 4:50	0.01	0
8512	7/24/2016 4:53	0.01	0
8513	7/24/2016 4:56	0.01	0
8514	7/24/2016 4:59	0.01	0
8515	7/24/2016 5:02	0.01	0
8516	7/24/2016 5:05	0.01	0
8517	7/24/2016 5:08	0.01	0
8518	7/24/2016 5:11	0.01	0
8519	7/24/2016 5:14	0.01	0
8520	7/24/2016 5:17	0.01	0
8521	7/24/2016 5:20	0.01	0
8522	7/24/2016 5:23	0.01	0
8523	7/24/2016 5:26	0.01	0
8524	7/24/2016 5:29	0.01	0
8525	7/24/2016 5:32	0.01	0
8526	7/24/2016 5:35	0.01	0
8527	7/24/2016 5:38	0.01	0
8528	7/24/2016 5:41	0.01	0
8529	7/24/2016 5:44	0.01	0
8530	7/24/2016 5:47	0.01	0
8531	7/24/2016 5:50	0.01	0
8532	7/24/2016 5:53	0.01	0
8533	7/24/2016 5:56	0.01	0
8534	7/24/2016 5:59	0.01	0
8535	7/24/2016 6:02	0.01	0
8536	7/24/2016 6:05	0.01	0
8537	7/24/2016 6:08	0.01	0
8538	7/24/2016 6:11	0.01	0
8539	7/24/2016 6:14	0.01	0
8540	7/24/2016 6:17	0.01	0
8541	7/24/2016 6:20	0.01	0
8542	7/24/2016 6:23	0.01	0
8543	7/24/2016 6:26	0.01	0
8544	7/24/2016 6:29	0.01	0
8545	7/24/2016 6:32	0.01	0
8546	7/24/2016 6:35	0.01	0
8547	7/24/2016 6:38	0.01	0
8548	7/24/2016 6:41	0.01	0
8549	7/24/2016 6:44	0.01	0
8550	7/24/2016 6:47	0.01	0
8551	7/24/2016 6:50	0.01	0
8552	7/24/2016 6:53	0.01	0
8553	7/24/2016 6:56	0.01	0
8554	7/24/2016 6:59	0.01	0
8555	7/24/2016 7:02	0.01	0
8556	7/24/2016 7:05	0.01	0
8557	7/24/2016 7:08	0.01	0
8558	7/24/2016 7:11	0.01	0
8559	7/24/2016 7:14	0.01	0
8560	7/24/2016 7:17	0.01	0
8561	7/24/2016 7:20	0.01	0
8562	7/24/2016 7:23	0.01	0
8563	7/24/2016 7:26	0.01	0
8564	7/24/2016 7:29	0.01	0
8565	7/24/2016 7:32	0.01	0
8566	7/24/2016 7:35	0.01	0
8567	7/24/2016 7:38	0.01	0
8568	7/24/2016 7:41	0.01	0
8569	7/24/2016 7:44	0.01	0
8570	7/24/2016 7:47	0.01	0
8571	7/24/2016 7:50	0.01	0
8572	7/24/2016 7:53	0.01	0
8573	7/24/2016 7:56	0.01	0
8574	7/24/2016 7:59	0.01	0
8575	7/24/2016 8:02	0.01	0
8576	7/24/2016 8:05	0.01	0
8577	7/24/2016 8:08	0.01	0
8578	7/24/2016 8:11	0.01	0
8579	7/24/2016 8:14	0.01	0
8580	7/24/2016 8:17	0.01	0
8581	7/24/2016 8:20	0.01	0
8582	7/24/2016 8:23	0.01	0
8583	7/24/2016 8:26	0.01	0
8584	7/24/2016 8:29	0.01	0
8585	7/24/2016 8:32	0.01	0
8586	7/24/2016 8:35	0.01	0
8587	7/24/2016 8:38	0.01	0
8588	7/24/2016 8:41	0.01	0
8589	7/24/2016 8:44	0.01	0
8590	7/24/2016 8:47	0.01	0
8591	7/24/2016 8:50	0.01	0
8592	7/24/2016 8:53	0.01	0
8593	7/24/2016 8:56	0.01	0
8594	7/24/2016 8:59	0.01	0
8595	7/24/2016 9:02	0.01	0
8596	7/24/2016 9:05	0.01	0
8597	7/24/2016 9:08	0.01	0
8598	7/24/2016 9:11	0.01	0
8599	7/24/2016 9:14	0.01	0
8600	7/24/2016 9:17	0.01	0
8601	7/24/2016 9:20	0.01	0
8602	7/24/2016 9:23	0.01	0
8603	7/24/2016 9:26	0.01	0
8604	7/24/2016 9:29	0.01	0
8605	7/24/2016 9:32	0.01	0
8606	7/24/2016 9:35	0.01	0
8607	7/24/2016 9:38	0.01	0
8608	7/24/2016 9:41	0.01	0
8609	7/24/2016 9:44	0.01	0
8610	7/24/2016 9:47	0.01	0
8611	7/24/2016 9:50	0.01	0
8612	7/24/2016 9:53	0.01	0
8613	7/24/2016 9:56	0.01	0
8614	7/24/2016 9:59	0.01	0
8615	7/24/2016 10:02	0.01	0
8616	7/24/2016 10:05	0.01	0
8617	7/24/2016 10:08	0.01	0
8618	7/24/2016 10:11	0.01	0
8619	7/24/2016 10:14	0.01	0
8620	7/24/2016 10:17	0.01	0
8621	7/24/2016 10:20	0.01	0
8622	7/24/2016 10:23	0.01	0
8623	7/24/2016 10:26	0.01	0
8624	7/24/2016 10:29	0.01	0
8625	7/24/2016 10:32	0.01	0
8626	7/24/2016 10:35	0.01	0
8627	7/24/2016 10:38	0.01	0
8628	7/24/2016 10:41	0.01	0
