"k_mu","sigma_mu"
0.363023790662954,0.836533675300043
0.300244951221042,0.811371510356569
0.301021939686431,0.555084692439716
0.364897747014093,0.585676865707874
0.351901575725579,0.55980665207537
0.222408149184981,0.541125092561092
0.234560598040238,0.712656615834459
0.123130156472519,0.773011961062771
0.117287883398375,0.744408096233077
0.0822244604900984,0.815575062642136
0.344381544235816,0.794495249163431
0.211709690233787,0.803565361416579
0.280161277022057,0.64777258962441
0.359576657625599,0.631807884504065
0.347745571816573,0.578594549360352
0.144503083660692,0.525713682774015
0.109542979072629,0.631559662262469
0.165877398600402,0.800958301123704
0.354256098268967,0.485195645870203
0.138619508162858,0.840760864831698
0.181522558454405,0.471909773494258
0.21954126565558,0.713308447816993
0.193889387532401,0.619289058161884
0.152404503342481,0.836231384271385
0.169617229423074,0.58470994554908
0.166914863702645,0.589933624298624
0.329936450955445,0.731739364093538
0.319805100207222,0.642685546049251
0.262924728573008,0.568425042437345
0.33468979316332,0.689566793441724
0.399839847571699,0.94313524739237
0.29542532536313,0.64817458767365
0.286871335040832,0.560885036498606
0.248470954737848,0.658899594083454
0.230886344915891,0.625938757192599
0.045176224323338,0.580470827812112
0.285268228778496,0.869431779148162
0.230570252070022,0.767904214670785
0.204278702798077,0.810742618777833
0.126168438170242,0.761888770837618
0.216733776262475,0.755161911854949
0.381903854843328,0.685828794195664
0.309895502033704,0.61662855072007
0.333510191598953,1.08056812274894
0.450560248656276,0.905758453497814
0.265463430967167,0.517389283666013
0.163962004555751,0.632730058604883
0.207381129541606,0.617726034361074
0.199669109886652,0.791149544369268
0.263374271540657,0.707760911787943
0.148309877917807,0.425636170452731
0.334329059177424,0.5801240222663
0.226375760594329,0.7203937545361
0.247132312586769,0.515843010525311
0.165282153860827,0.778143431725998
0.29755200432165,0.514886102612894
0.232861935464571,0.542793934430263
0.169620961904734,0.592289005983911
0.11435999392667,0.525964692059323
0.195369678488974,0.891940010347832
0.224986488503893,0.827909370986273
0.245202445851322,0.602124100371911
0.110453925231372,0.675922512692881
0.116716797360241,0.427164905167197
0.215858455602141,0.409714687990663
0.202813793832772,0.867059685842178
0.120995684107468,0.692561068027125
0.259554194220942,0.558574627743444
0.247764388964619,0.491074483312655
0.288932563837056,0.35203151717437
0.276269285852531,0.775010542369986
0.18822628361432,0.855376678617212
0.27378173283617,1.12164097350204
0.21857600722655,0.101369303495215
-0.0337487962517008,0.94797332497809
0.190308252440489,0.56289381408626
0.127019925300566,0.601140983918664
0.174493628267519,0.747862946064803
0.17183563218808,0.318652038864947
0.273883074658175,0.642925670343283
0.235842979526131,0.822345859035665
0.184123176091932,0.696041695339893
0.300500200342116,0.787371981569777
0.110895488480536,0.645771971745542
0.329878827335225,0.73426523197847
0.0243264718622064,0.834481169540745
0.095791953385034,0.650627481594436
0.285907027612805,0.82127470738534
0.310593057169792,0.632734145258795
0.379240233411078,0.753219022696923
0.224659979034367,0.439453165308445
0.178304533547839,0.747633330569401
0.278067049562716,0.794554690561817
0.211025302274953,0.591428474359364
0.439972686848301,0.628036166992861
0.0811022164266864,0.882484779829036
0.177824739401343,0.586651239224871
0.238704854481653,0.676943780382336
0.176580865028353,0.969373601103505
0.163510501276143,0.403203189722468
0.0946236190627703,0.733906951421692
0.215838204764266,0.574819229900228
0.263894940476971,0.592711164671983
0.234599108609919,0.466758210684607
0.28595465279177,0.713861277598207
0.0893008362327353,0.83015573264371
0.10283858061286,0.472572503963727
0.259486253278855,0.573386029523835
0.184859664101322,0.549863227403559
0.229519803511324,0.388455596062889
0.15313836406971,0.844007545109804
0.312694455278409,0.430192239995756
0.262063098727591,0.840485206107201
0.308783900257518,0.542235359617789
0.386369320422277,0.890385842337013
0.107346513006134,0.542043369196694
0.34027763203024,0.607048211882154
0.317958704758814,0.438540467527483
0.179661372910364,0.806174206831791
0.342462494515009,0.56588191755206
0.192096297046639,0.663411930566061
0.193328710477208,0.820721880093241
0.159559455576388,0.76299896670058
0.120622327419135,0.952757585662156
0.200682340190035,0.735848887033911
0.26406650021798,0.831331438789165
0.164050408446817,0.731464481578102
0.381702052762792,0.840641221593757
0.200861352193989,0.523585156479955
0.224103301182337,0.84325753232145
0.253112471329743,0.652276214227248
0.112962508769981,0.979708913545402
0.145672425707037,0.635498230410959
0.364093236289952,0.292749436111392
0.311331951296452,0.549146121405185
0.231936418650328,0.577382871701513
0.237217927096426,0.350841770032796
0.122186767131647,0.568260067973698
0.180316150446198,0.359927989392331
0.355214364120324,0.852190969942763
0.156502289785109,0.642755859471274
0.239022122335099,0.638279784002711
0.244549418992471,0.722230457372092
0.260633746626427,0.413146747479467
0.268744972509604,0.627153679896343
0.296972436154747,0.761566268361641
0.292442823189944,0.665763895599985
0.149790791735968,0.650895118702151
0.173006114459862,0.675585275966037
0.373463612716435,0.787776528886202
0.243344825332324,0.846628206691635
0.218572501746965,0.890943282286271
0.267407363032758,0.984211844298459
0.367833983676031,0.657693428644554
0.154702288188274,0.62055373049244
0.174479883005595,0.800723423033737
0.0217558646845611,0.705885972341793
0.0739614364379774,0.762425345533004
0.281705826834204,0.809960267711104
0.296582489591475,0.762751193010848
0.364552646633427,0.576858379070883
0.262871045253957,0.718224615981942
0.0809373871888341,0.688464541144958
0.221418012946103,0.674538418524851
0.258725910759667,0.632601787438563
0.0893305596163858,0.688568465564364
0.125989532342798,0.681016118474909
0.085350714445864,0.81333020894949
0.371958274211007,0.61529782988744
0.200860294667476,0.933200259202869
0.227157397901541,0.733965375459578
0.351801451145945,0.548998754662167
0.221548685247577,0.804892344534528
0.153798946215892,0.809160447117973
0.220337127573957,0.773496315885805
0.245645181762684,0.758748267407495
0.374717370695435,0.750171378399987
0.248292655248103,0.448856547972465
0.178820729595187,0.800963223655202
0.142182360405507,0.54828583825137
0.109778214697299,0.849332012196801
0.112681596310005,0.776157828325301
0.0745006703335248,1.00811080005353
0.220200828552995,0.806102732011893
0.220825910363944,0.779992273992422
0.216063956273819,0.648831179715037
0.248154500670857,0.717513241571723
0.180414937423125,0.714852976163956
0.0488674572075864,0.528570018013712
0.337873018794876,0.662477046917481
0.306771931723974,0.643915996196171
0.145904076826245,0.584103149303345
0.292003368822237,0.581997354819762
0.324345075956456,0.691132046190835
0.241069788545361,0.306372945712058
0.187914914238839,1.0093754784472
0.231414339738132,0.672730335912316
0.19491720909549,0.504454769690174
0.202572596216019,0.70180342686269
0.315960152109669,0.742249992356113
0.255378351726325,0.546797198552807
0.155928894183101,0.56676914029783
0.280312432532827,0.734923433039378
0.181024893716833,0.648920435802099
0.150045001070599,0.647124577746526
0.135699915577907,0.655457819278923
0.161361662835264,0.408288954428144
0.471791551388737,1.10034303411548
0.297980832911153,0.636912458180432
0.0399358850161134,0.670356645666688
0.288384102080024,0.722143051797057
0.138908852582983,0.585892535850863
0.210565204158409,0.806532145868481
0.329349873878393,0.789655400332251
0.104657131734067,0.482413533570345
0.214089323699894,0.49892486827704
0.219587601892548,0.640924174564238
0.148621628976974,0.393033618480999
0.294339079951217,0.747503977101113
0.147154510596594,0.643800208466029
0.164520331628244,0.793059448864866
0.332613828737794,0.833654663534382
0.305957296024024,0.557052086330269
0.38275502449064,0.785526803510242
0.367201464855549,0.323553931228689
0.253743980741825,0.615542679619133
0.204541960300744,0.575102786870972
0.277341006369141,0.803970573368071
0.208476134248503,0.676041821114583
0.266324769294245,0.730390848310031
0.2084870753836,0.421297138534842
0.204128903410627,0.862667201904565
0.0359924742128259,0.474041198175074
0.261592229957361,0.66743711511759
0.39348383435371,0.852818356586269
0.19803714879866,0.331589696428579
0.118428909595972,0.645422128426053
0.345748445661201,0.937159918357286
0.35553545386855,0.726103581546468
0.279735484360009,0.640826498394941
0.289719807838383,0.519100209903984
0.199218146935809,0.53771526634282
0.173070375889359,0.59204172206316
0.278896943213429,0.73986423355795
0.160787836836407,0.721304612769578
0.218149183226219,0.431528778959249
0.161080487934353,0.73809097573176
0.151715706766674,0.493622344591707
0.0446291568382176,0.381402431736078
0.340642706080556,0.502428277124885
0.2962441723586,0.467804601224936
0.0527177028067925,0.730633148775477
0.180487593540303,0.888007284006406
0.0436605751938863,0.785319647479919
0.4162650067833,0.863471255328054
0.326655831206137,0.753749989416037
0.219918933161347,0.627894846314495
0.340734796725989,0.558527853230343
0.203341592499785,0.647873714215782
0.253599000305879,0.622192042839765
0.354078253244019,0.820418662087728
0.210745272629794,0.718655738838838
0.207577948398321,0.722591138143585
0.202407275581163,0.711615041406724
0.201151904205093,0.764725732345994
0.200724991566667,0.849227486322886
0.487460508302435,0.841535881479259
0.124729207294935,0.677732603850601
0.305900671773968,0.772867037959154
0.227141897848403,0.576631917275265
0.376631428875998,0.452277010894653
0.25632239796701,0.822267170379702
0.212854116793953,0.381755334620232
0.366212853779804,0.803699179096501
0.24125905786808,0.667551422976959
0.35157227067013,0.612225334982458
0.172641078791156,0.584439342966359
0.188219155846993,0.708150379576944
0.130461440429636,0.534691292857178
0.175927127921891,0.926278582689959
0.289336562888387,0.891478255173902
0.309407099673742,0.50204700581194
0.121099965339842,0.644985485409126
0.296309414548304,0.471448917945676
0.373521943840155,0.497590386928309
0.228539963647733,1.24053677618486
0.130204960598801,0.166988165516301
0.317012222489264,0.589307193428146
0.151787658038789,0.78201830783168
0.211989209167083,0.666202192374479
0.340813916791369,0.883345672438538
0.190423223185816,0.465606844712774
0.158245159114776,0.779766528537991
0.153673861892549,0.829296042957375
0.262185054447316,0.686292766999314
0.229560286960814,0.752375031090157
0.366330726072109,0.822417684154532
0.450853291498454,0.766642371167439
0.213457487311843,0.452736925462629
0.119939370741726,0.612490991272394
0.268686368788633,0.762184657804993
0.305661233127867,0.729943040776434
0.262440586046836,0.657683346872963
0.19661065407821,0.796535208853544
0.203352877812431,0.437356330885057
0.197521957231249,0.895929098539507
0.15403761425544,0.707586560522386
0.158779900616287,0.798119944258721
0.256243293998023,0.505580766079924
0.230662138571549,0.604684154841411
0.286302349081909,0.705846879021311
0.243176060507135,0.521762762260303
0.277936154383552,0.669427927289602
0.390931646777891,0.666976625114308
0.25974768497751,0.63762194318838
0.135959067248096,0.444144103461915
0.231548171989788,0.609667849093699
0.26660479075713,0.749790289428704
0.0669039960538775,0.482863895663577
0.194478195805847,0.571067520699006
0.138464779833131,0.734793199423735
0.129803511463681,0.79275652523649
0.18408280520615,0.795767612566069
0.343360580583812,0.871253079009787
0.34824003250783,1.07311569615089
0.310391918716501,0.500019919018595
0.14027628280089,0.805196501917866
0.208609563142267,0.97607936839014
0.334921291850955,0.625307570594826
0.294212865505388,0.625222449100208
0.205134289189694,0.63611047479586
0.252783031763889,0.472870638581215
0.204405678561428,0.650505330608001
0.291803985072064,0.607269395184207
0.182626022940507,0.640805037371173
0.350647286718895,0.570338476720962
0.24948571654243,0.777340064014411
0.356899861526003,0.419789986024904
0.471287224479117,0.540049438031235
0.164385291425678,0.731976040245616
0.12516534009756,0.784504953411512
0.278983427581041,0.517443074994368
0.127503084901793,0.576486879589435
0.293808782626251,0.918274525175082
0.300028595965275,0.700502792796598
0.303665568461776,0.504708784927141
0.300222027257545,0.849915973161573
0.201427751075418,0.50241300535341
0.344101043120283,0.673447751096161
0.118422838157217,0.60500275256432
0.310074450504078,0.711565618820692
0.285501372475213,0.534068726316604
0.25587113948994,0.840864402826765
0.344069889360685,0.514940966162747
0.38081570801583,0.777562002281981
0.345541327678848,0.385134283838719
0.351484296599751,0.716009144735457
0.340537833978671,0.384959914489119
0.343484195524989,0.640270601373856
0.342707933722449,0.795991290891074
0.1773907237867,1.07504471726943
0.304029795733914,0.945421084791987
0.17674010489466,0.450593089424289
0.381653790879815,0.624847348050609
0.315577732574961,0.797019386996647
0.234727684836954,0.364430097675761
0.35342411184198,0.533145785448043
0.320214385912753,0.552425652065158
0.213126138225226,0.46549743912147
0.183553606543098,0.617466930459801
0.0725142515313087,0.562880368706915
0.495841535958733,0.611343034138992
0.282314660572673,0.685178415029932
0.379104460481819,0.75446900592254
0.158806769686612,0.738973719497813
0.385809502410295,0.530827777154374
0.347327530534169,0.633908467950806
0.215803778611724,0.878665638302802
0.229918583627836,0.570326286450321
0.310344599915256,0.72377668896153
0.261917078546088,0.764629459235805
0.331238421995911,0.524329958950873
0.0780511335361007,0.776984710184789
0.19442347306212,0.772208462186581
0.276237367637736,0.660995601990978
0.110628973815047,0.687658213356603
0.321596703491852,0.694404333046098
0.273601692450755,0.482988768710266
0.171079742043401,0.56728322672963
0.0921799275699378,0.638591066334771
0.333043849608583,0.253021964563381
0.175783251346483,0.883739561048076
0.18670107322992,0.394818222697846
0.185207978195558,0.742048325207774
0.383536032262452,0.778359130431144
0.11004712849994,0.889146227922928
0.150534162174826,0.669436641398058
0.183756476659503,0.605626188950062
0.24256079101066,0.679281180275511
0.152296449187261,0.439096387026289
0.152861010510719,0.606190947094056
0.113644972840305,0.667635338897281
0.407471452271124,0.757295068697345
0.273697090637074,0.535566422528778
0.321849896361487,0.478793271486937
0.304226841515385,0.817521572472931
0.327319908504574,0.690344568033889
0.450019834313285,0.632995909801444
0.18526384916418,0.643374125813878
0.185051801239922,0.697099543722704
0.173835435580751,0.723309335539155
0.0866368934407221,0.705659960654507
0.216491465572286,0.588927072577402
0.226630566269341,0.972378594491682
0.284161222273944,1.03017207168963
0.321570164407326,0.893086917549672
0.361468540785624,0.601555850682447
0.280402329648712,0.733161875021861
0.143003539177565,0.631704586376631
0.154727881929844,0.494518997322371
0.293075047593853,0.565207965933203
0.373204749104434,0.801421551694146
0.246270268202431,0.596839259112095
0.325326807201061,0.699205512514102
0.207648608164298,0.518846111158262
0.290865273019021,0.423370614144357
0.169186006341872,0.832946490894049
0.210922630251044,0.597308845227466
0.209500921028519,0.700919561035566
0.169150690629373,0.641027948416186
0.233694632692455,0.768483011397743
0.265950633859478,1.04260867290028
0.299407736468302,0.798941206851589
0.249312553125244,0.729802889675785
0.0578232330925094,0.689467874039262
0.206727735495146,0.604776437001025
0.332971382668537,0.507078938273123
0.241579987022314,0.598852590332911
0.462182704582641,0.395401356317342
0.329661191835628,0.468475299574205
0.287132826828577,0.590101324642545
0.325388973481639,0.658609427298208
0.169417016745793,0.574526792569339
0.140227204109124,0.663288803123835
0.0537142017100527,0.437608488627588
0.308178309449819,0.672250983929694
0.121230763108649,0.837852526921612
0.190187068744138,0.581928547018865
0.321418285383328,0.94487273229329
0.271982772700691,0.55871217767506
0.114203826014396,0.574218233619938
0.288171504393133,0.599057520777539
0.165703124011135,0.725824927772318
0.250100028989188,0.854008378977524
0.22830558690689,0.850456535643188
0.232585184561701,0.602466622975753
0.266045200111978,0.452686703621144
0.242089159344488,1.05152324148946
0.280647290830525,0.305391559472106
0.237570385942978,0.778355169015978
0.0902911973246392,0.720227345869667
0.205074804413729,0.776195885548424
0.220353329445619,0.440764053216648
0.133268458200031,0.586788837421218
0.170428813749836,0.642551364054699
0.133081594873965,0.246749907817595
0.282726581769605,0.734123880197557
0.23401960045728,0.883349473670211
0.147265555972588,0.639520067983578
0.183055723092125,0.660126132453506
0.265280186200548,0.686125520961158
0.0644731021607318,0.733313630044013
0.378990269331174,0.98938045073519
0.198636684025863,0.502943812027142
0.103159077359796,0.503825093988143
0.117855802949049,0.625034259295881
0.129211573675798,0.369833957394711
0.234341739503403,0.43269672626091
0.328606805146638,0.739195324219618
0.163292412947893,0.588105755998246
0.170410426639301,0.78145804272156
0.307208965221452,0.739431639345777
0.3664579964073,0.688439375450313
0.420259989208217,0.476058580784759
0.205573551990185,0.582057781318932
0.241716532468187,0.684276639427736
0.327465485975289,0.731875334994512
0.186763919617413,0.643765077052063
0.474705477842791,0.564037052889877
0.34703115794581,0.46136080989311
0.169065185525128,0.977792224173534
0.355983576752523,0.621937262416687
0.08759853154176,0.644413322025965
0.253959265805479,0.67480814753121
0.34853549647802,0.717937146120016
0.357789554515709,0.677936918369172
0.208612565336404,0.631594808328733
0.124211006274146,0.489579313687304
0.0993199263745035,0.668865715110176
0.240231705705034,0.45531203230848
0.306694247886893,0.583015521438383
0.228713693131375,0.70095161738068
0.381655143546333,0.503672767112491
0.0895127056713675,0.715868122893005
0.350937691271234,0.844520747851574
0.11152624411545,0.528546405181403
0.229080165901052,0.664146165117929
0.308751454100312,0.7765613543177
0.28454725617944,0.577142121489603
0.178510881850697,0.823441833335778
0.247235448195314,0.588818190430511
0.250313608541355,0.388407453097227
0.148581375503723,0.48389147234423
0.224047056768684,0.475347919413571
0.246637383678522,0.417086613759659
0.070174249480751,0.758566139702558
0.296593277815255,0.652430394841694
0.106544937113339,0.775593330527149
0.353609372395175,0.675670173807548
0.159638705659785,0.856987570756499
0.301701586665704,0.628428234248271
0.318385651833956,0.780294786273481
0.135872795852446,0.841476276511082
0.181228130726219,0.893641786271514
0.426019683923073,0.616268911982378
0.255009215069142,0.960654749684168
0.241236420798256,0.923794118782664
0.434926437699769,0.686565775787076
0.371166868236815,0.772114119368269
0.304229920395422,0.501022152639112
0.285547868175043,0.519514338991555
0.360209150383062,0.536414803289892
0.0867533379936816,0.677380508710192
0.199564658453244,0.319590218505705
0.237353794843367,0.666841951211495
0.251141823157532,0.647236462083713
0.0773650788766806,0.676631982729952
0.409555828364052,0.848348987234214
0.146192244652024,0.718916268532112
0.157714308257754,0.869565695787112
0.335345100648418,0.570010791705945
0.343562563772182,0.732883783999694
0.153959610670922,0.959523317753224
0.443006644256217,0.367614320394974
0.290275255883865,0.682726169706707
0.165341930940922,0.73446794366058
0.204790735997886,0.579020651000848
0.330745771309863,0.592425227639353
0.393881360355582,0.537059750811742
0.256341830528146,0.681347135612958
0.209681449899871,0.735582227067059
0.274793363117518,0.653009057423043
0.204609116347842,0.709678540896838
0.148615114040652,0.576745552958999
0.119967437720961,0.883279468569251
0.303910529978125,0.69044191852758
0.358488924394459,0.586495344261601
0.209276146344621,0.355799255665711
0.35959444616637,0.785475451247416
0.279324204849697,0.584803229926646
0.294682569744557,0.552312617222154
0.492421252522946,0.619643504157652
0.171486027627247,0.749488272621813
0.243061099450883,0.762545123471235
0.283518423382513,0.902303235780153
0.25014854056397,0.634844054083123
0.317921955201604,0.677661588583948
0.202758901792208,0.700446362414361
0.150234624875593,0.546404910708372
0.252198793090131,0.662341975590509
0.214271005286375,0.666654651671328
0.253926740624686,0.570128470620207
0.334557661918106,0.650436278727529
0.247667630611312,0.534652038217228
0.0493476305771458,1.21629332405632
0.343008530468065,0.570886241715838
0.399093038054905,0.617471227302097
0.179975726227875,0.781233233881275
0.106275839274204,0.672496483154203
0.168209783126212,0.233633783676689
0.265929219502819,0.544941360831844
0.0501842358225578,0.485893609778785
0.291428494164866,0.684298630035937
0.165851505334065,0.711113960464007
0.318470027899783,0.672697280903788
0.0809752308442714,0.428637716109195
0.17391731590122,0.731960474683626
0.0915915147377799,0.554823007528313
0.0971272696024626,0.882748171406529
0.317026055513975,0.835207536514168
0.251601942048736,0.71632501135559
0.285062666378206,0.911516117124866
0.398397839977125,0.61717881810651
0.122221122233983,0.704349195535206
0.0601922845453019,0.85484179151893
0.395841961406846,0.756790630670761
0.158795966351337,0.698411284562128
0.116671901552126,0.854113802061342
0.119643842134466,0.552170989879781
0.30315459991759,0.629335642616228
0.375991893067064,0.695753410367548
0.207332036223771,0.780882634697256
0.295893041582631,0.429148103639937
0.179655411475124,0.637034298173402
0.29260172866315,0.822267136654186
0.220656390495914,0.361079611235402
0.292559661088037,1.00631341438676
0.144670693784746,0.912800621331551
0.256777462120577,0.781821835974223
0.378541807053623,0.54784595711675
0.148777641549262,0.438423782585257
0.251555707242658,0.544328205684097
0.235477558318925,0.726465360113667
0.139099493326802,0.739329990074374
0.233009754806778,0.537883903236181
0.366181756334602,0.785598061265325
0.271191801256133,0.919875117476228
0.166618518653396,0.6354514671736
0.419696810707601,0.39747632342006
0.132920364800989,0.870730059590587
0.184427460135087,0.816639554585199
0.11963632579613,0.723154077163047
0.343586871960536,0.4779515775487
0.228006555252095,0.784181845397283
0.152798792855172,0.471721998742503
0.284888403384654,0.584394749027554
0.266389430378986,0.781912513973001
0.136168348790844,0.540679714922338
0.344045728438782,0.614683419201203
0.306726279092644,0.862130340774243
0.0767239171379477,0.73320740565192
0.171111166864524,0.536542581867321
0.426097122363508,0.310350473929196
0.147966622107997,0.545923211844252
0.511951113163266,0.658954612482408
0.242271178695843,0.62299568009436
0.185374206988619,0.649419726154461
0.275181343332332,0.926340923937143
0.163083879784786,0.712649102520799
0.297502586062132,0.711430916980848
0.361633921458945,0.520123260316955
0.189732891480217,0.583406407437374
0.206041096547069,0.514683518678091
0.0808923474378467,0.652806380067703
0.211503550644982,0.60280499289461
0.160123355278617,0.623947763252852
0.164672497565921,0.673165490721955
0.109450317438912,0.407217702074651
0.236019261344557,0.763617773204832
0.170855250107274,0.582094129700902
0.21207638065858,0.789480086760045
0.145342378450153,0.484006661642123
0.16765952471791,0.452201496718679
0.242484034180778,0.59046055433503
0.3054712481136,0.476950615417973
0.36543648816013,0.415975236148015
0.19762339050826,0.663463946147478
0.23527315296512,0.740140464341416
0.155232106351808,0.603791501440714
0.201783719447848,0.393406334703778
0.402076443088073,0.918918744567908
0.324760055964508,0.9352922390748
0.0885249853058348,0.7595894031925
0.195540848432534,0.747407612535305
0.211790402563001,0.62970264488852
0.376360444321028,0.508496355189515
0.378910837973561,0.701001612192839
0.286689353262666,0.690594408532257
0.229423513479968,0.607166799884931
0.29569655852447,0.758872954605747
0.202363796721964,0.400037637511681
0.243909329873068,0.895250571408216
0.160879923783937,0.650986423751218
0.166494105629241,0.623561447876407
0.18521500619339,0.677853074175601
-0.0471718949581473,0.517663373252405
0.307915101272949,0.665602434091822
0.28685606107182,0.360244944949341
0.133954486436283,0.522374348736379
0.16554597119657,0.601684965046845
0.167251096799571,0.610299921420001
0.303054135765853,0.674526206854964
0.333988990847073,0.847893783150467
0.203525722394552,0.800586523955438
0.229686397434765,0.620100983466494
0.32649213559822,0.586760998552546
0.222945293399369,0.585915795354891
